<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.40742	0.68328	1.0869	0.39388	0.4805	0.47736	1.271	0.40678	0.5689	0.30064	0.53766	1.0232	
B	0.41846	0.58216	0.87784	0.40612	0.4388	0.40568	1.1129	0.38892	0.5448	0.29584	0.55044	0.8928	
C	0.36196	0.3551	0.61078	0.35596	0.42898	0.3186	0.99074	0.33024	0.4415	0.28308	0.48644	0.76744	
D	0.39716	0.51102	1.0963	0.3815	0.44642	0.38022	1.0391	0.3525	0.4968	0.27522	0.48724	0.81398	
E	0.34278	0.41426	0.62984	0.30824	0.39964	0.33204	0.76464	0.32562	0.45298	0.2065	0.49178	0.7036	
F	0.28844	0.4338	0.5945	0.3043	0.44196	0.40824	0.85172	0.3522	0.47274	0.21998	0.47372	0.69566	
G	0.2922	0.33076	0.5399	0.28476	0.35414	0.29906	0.7677	0.33958	0.48546	0.22066	0.5172	0.70332	
H	0.32592	0.56278	0.70242	0.36292	0.34016	0.35554	0.83714	0.38852	0.50596	0.27844	0.5183	0.69666	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.44722	0.782	1.1941	0.41838	0.5181	0.5183	1.3182	0.4191	0.63132	0.31234	0.5971	1.1115	
B	0.45048	0.62546	0.96592	0.45178	0.46668	0.44016	1.2025	0.42348	0.60324	0.30534	0.59494	0.96342	
C	0.38486	0.39602	0.67692	0.37262	0.44946	0.33524	1.0802	0.34192	0.47254	0.28746	0.50996	0.8772	
D	0.43292	0.57998	1.1886	0.4002	0.47592	0.406	1.1276	0.36826	0.54388	0.28352	0.51964	0.92984	
E	0.36562	0.47512	0.64932	0.32222	0.43172	0.36012	0.82032	0.3502	0.49734	0.223	0.52916	0.73356	
F	0.30618	0.48874	0.66228	0.33204	0.47494	0.4276	0.89138	0.3729	0.52072	0.23428	0.50996	0.7511	
G	0.30882	0.36944	0.57714	0.30306	0.38206	0.32094	0.82214	0.36264	0.53348	0.23652	0.56208	0.76628	
H	0.35336	0.60828	0.79036	0.3799	0.3595	0.36916	0.91624	0.40162	0.55908	0.28734	0.56386	0.76262	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.50626	0.88968	1.3088	0.4433	0.5623	0.56464	1.3583	0.4482	0.6983	0.32734	0.68674	1.1989	
B	0.50416	0.68552	1.0269	0.48262	0.49352	0.49628	1.2745	0.4532	0.66766	0.31472	0.6486	1.0537	
C	0.40564	0.44236	0.83664	0.39376	0.48618	0.34944	1.1619	0.35708	0.50158	0.29592	0.5484	0.9811	
D	0.4763	0.66316	1.2859	0.42076	0.52108	0.43032	1.217	0.38174	0.5978	0.29302	0.55998	1.0269	
E	0.38362	0.51748	0.70224	0.353	0.46408	0.39	0.8885	0.37408	0.54266	0.23926	0.56916	0.79016	
F	0.3298	0.5354	0.6783	0.36222	0.50092	0.45808	0.97202	0.38446	0.57656	0.24318	0.55674	0.81414	
G	0.33692	0.42216	0.62156	0.32346	0.41158	0.34944	0.86898	0.38524	0.58208	0.24758	0.60988	0.81724	
H	0.38074	0.68494	0.822	0.40682	0.37972	0.39346	0.99148	0.41988	0.61076	0.29872	0.60488	0.81992	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.57132	1.0029	1.3933	0.47172	0.61252	0.6159	1.4498	0.48576	0.7569	0.34088	0.79172	1.2838	
B	0.55606	0.76508	1.12	0.52414	0.52212	0.54608	1.3191	0.47902	0.74016	0.32898	0.71024	1.1395	
C	0.44344	0.49142	0.95726	0.41216	0.52452	0.3689	1.224	0.35728	0.53902	0.30452	0.58966	1.0715	
D	0.54036	0.768	1.3889	0.44376	0.57496	0.46344	1.2797	0.3982	0.64392	0.30436	0.6063	1.1119	
E	0.39868	0.56076	0.74982	0.38166	0.49134	0.42674	0.92226	0.3906	0.59856	0.24672	0.62072	0.8397	
F	0.3543	0.58072	0.70242	0.39194	0.52858	0.48762	0.99806	0.41872	0.62206	0.25086	0.5983	0.8719	
G	0.36512	0.47454	0.62082	0.34846	0.44518	0.37668	0.98464	0.39774	0.63316	0.25514	0.6519	0.85874	
H	0.4025	0.7676	0.86066	0.43542	0.40084	0.4128	1.0126	0.44792	0.65784	0.30344	0.65464	0.86428	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.65322	1.09	1.4491	0.53818	0.66666	0.6701	1.5142	0.5248	0.86264	0.35882	0.88508	1.3481	
B	0.59332	0.83948	1.2324	0.56512	0.62764	0.58174	1.3592	0.49502	0.7935	0.34148	0.7881	1.256	
C	0.50224	0.54098	1.0282	0.43602	0.56194	0.3919	1.2868	0.37234	0.5872	0.31556	0.6475	1.1685	
D	0.60382	0.88088	1.4672	0.46172	0.62146	0.50288	1.3131	0.41518	0.72756	0.31548	0.6689	1.2069	
E	0.41658	0.61038	0.7916	0.40934	0.516	0.4581	0.95876	0.39764	0.65052	0.2517	0.6673	0.88306	
F	0.38046	0.64114	0.76128	0.42976	0.55036	0.51658	1.0244	0.45386	0.66862	0.2591	0.6393	0.9193	
G	0.38802	0.52852	0.67488	0.38006	0.47014	0.41112	1.0169	0.41554	0.67388	0.26522	0.68524	0.89904	
H	0.42146	0.81558	0.88408	0.46222	0.42978	0.44598	1.0602	0.47572	0.691	0.3136	0.67976	0.90028	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.71244	1.1651	1.484	0.56768	0.7417	0.7525	1.5162	0.5611	0.94326	0.399	0.9481	1.3897	
B	0.62266	0.91662	1.3129	0.61296	0.62144	0.60034	1.4232	0.51408	0.77092	0.3564	0.87656	1.35	
C	0.5726	0.5858	1.1759	0.45866	0.59802	0.41326	1.3495	0.39066	0.64918	0.3275	0.72076	1.2567	
D	0.684	0.99522	1.5044	0.49966	0.64834	0.54066	1.3676	0.43894	0.78648	0.32934	0.7543	1.291	
E	0.4351	0.68066	0.78788	0.44424	0.54482	0.4969	0.98012	0.4246	0.70022	0.26788	0.70844	0.91744	
F	0.39812	0.724	0.76772	0.45622	0.57752	0.566	1.0237	0.48874	0.72194	0.27128	0.67666	0.95576	
G	0.40296	0.58004	0.7332	0.41802	0.5012	0.44444	1.0582	0.44482	0.72554	0.27582	0.70652	0.93054	
H	0.43988	0.84964	0.89904	0.5017	0.46446	0.48358	0.93472	0.50346	0.7444	0.32786	0.71356	0.9306	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.80058	1.2419	1.5014	0.6974	0.83304	0.73012	1.5138	0.61102	1.0233	0.42394	1.0141	1.4097	
B	0.76644	0.98838	1.3591	0.66054	0.60788	0.6764	1.4379	0.53262	0.84372	0.37224	0.99704	1.3925	
C	0.64212	0.65362	1.2794	0.49534	0.69636	0.43788	1.3952	0.40568	0.73142	0.33832	0.82184	1.3323	
D	0.77612	1.0879	1.5201	0.54474	0.71624	0.58168	1.4386	0.45	0.87058	0.34226	0.85834	1.3522	
E	0.45024	0.74522	0.80896	0.47534	0.5686	0.52202	1.0068	0.4744	0.74482	0.28342	0.73944	0.95222	
F	0.4167	0.78866	0.8273	0.50638	0.60434	0.6176	1.0617	0.52898	0.76838	0.28108	0.71088	0.99118	
G	0.42006	0.65106	0.81282	0.44466	0.5278	0.47758	1.0687	0.49226	0.78716	0.28566	0.71446	0.96238	
H	0.45708	0.8803	0.92506	0.54004	0.487	0.51132	1.0452	0.5432	0.7873	0.33706	0.72452	0.95262	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.89798	1.3262	1.5086	0.77728	0.92722	0.84322	1.5157	0.6641	1.0845	0.44968	1.0761	1.4164	
B	0.83582	1.0665	1.3678	0.70264	0.63038	0.68138	1.4255	0.55394	0.90008	0.39146	1.0772	1.4122	
C	0.71594	0.75414	1.2857	0.54654	0.68506	0.46872	1.4417	0.42636	0.81844	0.35376	0.91882	1.3832	
D	0.87184	1.1978	1.5216	0.60306	0.74764	0.6826	1.4595	0.47664	0.93718	0.3586	0.94988	1.3963	
E	0.47398	0.79054	0.86152	0.5197	0.59442	0.55824	1.0301	0.51108	0.77618	0.29206	0.76166	0.98028	
F	0.43972	0.81642	0.85916	0.55408	0.62864	0.66744	1.0577	0.5678	0.80502	0.2945	0.7323	1.0287	
G	0.44148	0.73	0.81692	0.4747	0.55294	0.51004	1.0657	0.53786	0.84252	0.3042	0.71024	0.98608	
H	0.47864	0.90702	0.93722	0.5735	0.49108	0.54306	0.96158	0.58122	0.82244	0.35014	0.73758	0.97652	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.99864	1.3764	1.5112	0.80206	1.0367	0.99268	1.5168	0.7212	1.1396	0.47348	1.1381	1.4198	
B	0.91722	1.1576	1.3618	0.76932	0.73512	0.74178	1.4175	0.57516	0.94676	0.41128	1.0566	1.4148	
C	0.80098	0.86714	1.355	0.61542	0.7913	0.50242	1.4485	0.44874	0.8788	0.37062	1.0049	1.4079	
D	0.97992	1.3213	1.5196	0.68378	0.81404	0.75654	1.463	0.50674	1.0081	0.37504	1.0427	1.4145	
E	0.4909	0.8203	0.88712	0.56452	0.61648	0.57908	1.0577	0.54138	0.80364	0.30822	0.77304	1.0129	
F	0.4592	0.83892	0.83428	0.5941	0.65052	0.7121	1.0654	0.59984	0.836	0.31992	0.73956	1.0706	
G	0.45976	0.79342	0.80888	0.53898	0.57986	0.5319	1.0886	0.57946	0.87796	0.31974	0.7102	1.0113	
H	0.5067	0.91812	0.94986	0.64052	0.4828	0.61274	0.96264	0.60396	0.84288	0.36224	0.74528	1.0048	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.1057	1.4292	1.5149	0.978	1.1308	0.98918	1.5249	0.78154	1.2023	0.5033	1.194	1.4229	
B	1.0374	1.2377	1.343	0.83408	0.87342	0.73334	1.4225	0.60652	0.97958	0.43072	1.0356	1.4159	
C	0.89646	0.98246	1.4125	0.70166	0.95676	0.55264	1.4554	0.47534	0.94798	0.39746	1.0757	1.4224	
D	1.1098	1.4507	1.522	0.7716	0.84448	0.80118	1.4759	0.5394	1.0877	0.4035	1.1174	1.427	
E	0.51308	0.84572	0.95508	0.62732	0.63714	0.59536	1.0779	0.5835	0.85224	0.32448	0.7887	1.043	
F	0.4782	0.86588	0.83772	0.63204	0.66764	0.75864	1.0932	0.62786	0.86244	0.33802	0.76008	1.1031	
G	0.4826	0.8315	0.9142	0.57666	0.60176	0.5607	1.1158	0.6215	0.9061	0.34556	0.71364	1.0443	
H	0.52716	0.94394	0.97162	0.68478	0.51748	0.6694	1.006	0.61876	0.84844	0.37938	0.7503	1.0338	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.1833	1.5106	1.5219	1.065	1.1979	1.1668	1.5085	0.85006	1.2578	0.53436	1.2386	1.4246	
B	1.0944	1.3038	1.3312	0.93898	1.0306	0.9915	1.4176	0.64614	1.028	0.45482	1.0867	1.4163	
C	0.98198	1.0718	1.4339	0.7965	1.006	0.62484	1.4654	0.50558	1.015	0.4268	1.1131	1.4289	
D	1.2075	1.5485	1.5194	0.87514	0.968	0.8152	1.4793	0.5824	1.149	0.4347	1.1672	1.4318	
E	0.52928	0.87084	0.9804	0.64326	0.66594	0.62118	1.0841	0.61826	0.87734	0.34342	0.79326	1.0776	
F	0.49986	0.88144	0.95514	0.6651	0.69582	0.80994	1.0857	0.64876	0.8759	0.358	0.76432	1.1314	
G	0.50622	0.8608	0.89444	0.60888	0.62896	0.58608	1.1025	0.65716	0.9343	0.36626	0.72214	1.0758	
H	0.5464	0.95738	0.97984	0.74876	0.5792	0.72174	1.0359	0.64524	0.8684	0.39682	0.752	1.0588	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.2677	1.504	1.5114	1.1621	1.2788	1.1624	1.489	0.90338	1.3013	0.56958	1.2816	1.4273	
B	1.1631	1.3589	1.3261	1.0303	1.0849	0.95638	1.4257	0.69338	1.0917	0.48726	1.0978	1.4206	
C	1.0758	1.1422	1.4491	0.8957	1.0496	0.63888	1.4441	0.53952	1.0898	0.45072	1.1593	1.4338	
D	1.3026	1.5748	1.5206	0.97684	1.2221	0.8668	1.4716	0.6187	1.207	0.45972	1.1825	1.4344	
E	0.53834	0.8708	0.99592	0.67636	0.68352	0.6471	1.1038	0.64528	0.89902	0.36416	0.80276	1.1129	
F	0.5175	0.89078	1.0043	0.68188	0.71238	0.8981	1.0846	0.68146	0.89334	0.3782	0.77568	1.1517	
G	0.52462	0.88322	0.9544	0.643	0.64576	0.60886	1.0875	0.69258	0.96314	0.3903	0.72718	1.1022	
H	0.5626	0.96128	0.98272	0.82084	0.62394	0.7638	1.0921	0.6953	0.88344	0.41282	0.7516	1.0801	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3452	1.4934	1.4856	1.2422	1.3523	1.3944	1.4841	0.97444	1.3425	0.60734	1.3165	1.4343	
B	1.2199	1.4078	1.344	1.1233	1.2265	0.99776	1.4217	0.73958	1.1587	0.5111	1.1337	1.4231	
C	1.1551	1.2075	1.4579	0.99544	1.2442	0.675	1.4325	0.58376	1.1628	0.46964	1.2055	1.4356	
D	1.3897	1.5778	1.52	1.0841	1.1942	1.007	1.4546	0.66524	1.2648	0.4823	1.2234	1.4372	
E	0.54484	0.8751	1.0184	0.70536	0.71874	0.65654	1.1138	0.67534	0.918	0.38756	0.805	1.1446	
F	0.52388	0.895	1.024	0.7083	0.73814	0.91668	1.1003	0.7021	0.8987	0.39732	0.77694	1.1747	
G	0.53556	0.89552	0.95438	0.66792	0.68182	0.63976	1.108	0.72122	0.96632	0.4117	0.7348	1.1194	
H	0.57856	0.97138	1.0045	0.87588	0.66274	0.83062	1.0838	0.736	0.89468	0.43272	0.75788	1.1004	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3846	1.5025	1.4844	1.3111	1.4105	1.2968	1.4761	1.0345	1.3788	0.64614	1.3504	1.4406	
B	1.2699	1.4359	1.3713	1.2001	1.3281	1.3409	1.4505	0.78884	1.2328	0.53916	1.2085	1.4323	
C	1.2303	1.2727	1.4639	1.087	1.3204	0.79808	1.4393	0.63282	1.2299	0.48418	1.2664	1.441	
D	1.4333	1.5758	1.515	1.1812	1.369	1.1567	1.476	0.71686	1.3081	0.4976	1.2895	1.4391	
E	0.56736	0.89924	1.0513	0.73454	0.78682	0.72558	1.1133	0.69834	0.93586	0.40508	0.81262	1.1698	
F	0.5411	0.91478	1.0319	0.7516	0.78846	0.98162	1.1255	0.72706	0.90748	0.42126	0.78236	1.1918	
G	0.5524	0.9114	0.95	0.70494	0.75554	0.70674	1.1196	0.7332	0.96628	0.43612	0.73872	1.1379	
H	0.5999	0.99438	1.0091	0.94624	0.80704	0.89288	1.152	0.76766	0.89948	0.45534	0.76208	1.1263	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.4061	1.5053	1.4895	1.3185	1.4591	1.4362	1.4734	1.0947	1.4038	0.69176	1.3771	1.4017	
B	1.3166	1.4504	1.2977	1.304	1.4015	1.3541	1.426	0.83162	1.2865	0.575	1.2601	1.4431	
C	1.2965	1.3399	1.4762	1.182	1.3899	0.8529	1.4687	0.68412	1.2893	0.50408	1.3166	1.4446	
D	1.4494	1.5744	1.5095	1.2693	1.4245	1.2631	1.4876	0.76658	1.3483	0.51602	1.3341	1.4416	
E	0.57738	0.90224	1.0608	0.74298	0.84936	0.72904	1.1174	0.7219	0.94604	0.42714	0.81688	1.2063	
F	0.55206	0.91892	1.0233	0.75506	0.84202	1.0649	1.1267	0.74508	0.91416	0.44472	0.785	1.2042	
G	0.5644	0.92042	0.9909	0.71756	0.7969	0.72406	1.1304	0.74996	0.97286	0.4589	0.7409	1.1574	
H	0.6117	1.0101	1.0272	0.9711	0.88426	0.90648	1.2988	0.79888	0.89864	0.47546	0.77112	1.1481	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.4143	1.5079	1.4923	1.4318	1.482	1.4963	1.4771	1.1322	1.4199	0.73816	1.3997	1.3906	
B	1.3377	1.4577	1.3093	1.3803	1.4488	1.4489	1.4253	0.8684	1.3048	0.60446	1.2777	1.452	
C	1.3447	1.3953	1.4916	1.267	1.4374	0.83278	1.4186	0.73192	1.3345	0.5257	1.3452	1.4455	
D	1.4543	1.5737	1.4963	1.3509	1.4617	1.3189	1.4437	0.8164	1.3849	0.53276	1.36	1.4415	
E	0.58998	0.9077	1.0689	0.76578	0.8469	0.73844	1.1242	0.74764	0.95786	0.45282	0.81392	1.2397	
F	0.56458	0.9205	1.0336	0.7763	0.85058	1.0978	1.1096	0.76222	0.91354	0.47136	0.78314	1.2278	
G	0.57858	0.91698	1.0029	0.74518	0.79086	0.7475	1.1036	0.77758	0.98454	0.48648	0.75594	1.1791	
H	0.63734	1.0007	0.98708	0.98338	0.91252	0.98154	1.291	0.82404	0.89688	0.51646	0.779	1.1713	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.4181	1.5117	1.4639	1.5687	1.4896	1.4981	1.4752	1.1884	1.4286	0.7747	1.4137	1.388	
B	1.3466	1.4693	1.3446	1.4184	1.4654	1.4972	1.4429	0.92068	1.335	0.62956	1.312	1.4339	
C	1.3752	1.4327	1.5013	1.337	1.4687	0.98498	1.4173	0.78412	1.3781	0.54002	1.3782	1.4475	
D	1.4515	1.574	1.4734	1.413	1.476	1.3199	1.4343	0.88604	1.4104	0.55402	1.3898	1.4461	
E	0.60598	0.9317	1.084	0.7877	0.85182	0.79728	1.1391	0.76814	0.97004	0.47764	0.82748	1.2684	
F	0.5762	0.93782	1.0543	0.81142	0.83944	1.0425	1.1514	0.76598	0.92458	0.49828	0.79018	1.2447	
G	0.59522	0.93302	1.0204	0.78036	0.82142	0.8187	1.1198	0.78596	0.98788	0.50886	0.77146	1.1981	
H	0.6552	1.0177	1.0533	1.0179	0.92138	1.0675	1.274	0.83952	0.89106	0.54764	0.78692	1.1869	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.4197	1.5196	1.4691	1.4737	1.4918	1.5072	1.4561	1.2366	1.4302	0.82756	1.4193	1.3872	
B	1.3521	1.4783	1.4488	1.4355	1.4775	1.5198	1.4605	0.9727	1.3704	0.66078	1.3243	1.4245	
C	1.39	1.4549	1.4701	1.3984	1.4798	1.1991	1.4583	0.83644	1.4098	0.5625	1.4003	1.4509	
D	1.4476	1.5738	1.4562	1.4454	1.4814	1.3949	1.4604	0.94604	1.428	0.58124	1.4097	1.4532	
E	0.61716	0.9398	1.0826	0.79458	0.88748	0.81524	1.1422	0.7828	0.97294	0.50348	0.83168	1.288	
F	0.58958	0.9433	1.0629	0.80776	0.866	1.0433	1.1138	0.77062	0.9286	0.52352	0.79504	1.262	
G	0.60828	0.94066	1.0784	0.78392	0.87904	0.8146	1.1254	0.80034	1.0056	0.53608	0.78152	1.2177	
H	0.66656	1.0327	1.0608	1.0466	0.87522	1.0842	1.2573	0.83532	0.8878	0.57922	0.78516	1.2057	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.4252	1.5129	1.4638	1.5023	1.4949	1.5224	1.4571	1.2704	1.4323	0.89882	1.4228	1.3883	
B	1.3563	1.4864	1.482	1.4496	1.4796	1.5153	1.4585	1.0411	1.3953	0.70898	1.3432	1.4339	
C	1.3952	1.4721	1.4686	1.4293	1.4837	1.2157	1.4695	0.90112	1.4286	0.5903	1.4186	1.4553	
D	1.4429	1.5739	1.4422	1.4582	1.4819	1.4337	1.485	1.0153	1.4362	0.61318	1.4222	1.4572	
E	0.64148	0.97436	1.0815	0.8103	0.91632	0.85912	1.1439	0.80114	0.9796	0.524	0.83452	1.3025	
F	0.60576	0.96472	1.0659	0.8394	0.85566	1.0423	1.1528	0.77848	0.93508	0.54358	0.79936	1.2699	
G	0.63194	0.96454	1.0735	0.82062	0.91836	0.88078	1.1753	0.80926	1.0124	0.5581	0.80328	1.2356	
H	0.69402	1.0537	1.0502	1.1051	0.86612	1.0783	1.1906	0.84116	0.88358	0.5922	0.78902	1.2237	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.4328	1.4718	1.4619	1.4533	1.4988	1.5133	1.4579	1.3013	1.4343	0.96668	1.4218	1.3857	
B	1.3619	1.4953	1.4603	1.463	1.48	1.5263	1.4665	1.1141	1.4025	0.77806	1.3682	1.4349	
C	1.3973	1.4806	1.4604	1.4434	1.4852	1.3092	1.4795	0.96834	1.4398	0.6215	1.427	1.4571	
D	1.4379	1.5745	1.4353	1.4628	1.4839	1.5086	1.4758	1.0762	1.4386	0.65728	1.4299	1.4578	
E	0.65932	1.0168	1.101	0.82786	0.95382	0.94514	1.1572	0.82772	0.98868	0.55116	0.83816	1.3123	
F	0.62666	0.99116	1.0804	0.88096	0.8892	1.1183	1.1539	0.78444	0.94392	0.56666	0.80302	1.2709	
G	0.64928	1.0031	1.0796	0.85816	0.9495	0.9834	1.188	0.81232	1.0128	0.57722	0.81688	1.2536	
H	0.71104	1.0844	1.1285	1.1623	0.8705	1.0903	1.2876	0.86088	0.90188	0.62738	0.79228	1.2332	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3713	1.4681	1.4584	1.4517	1.5024	1.5015	1.4618	1.3198	1.4358	1.0209	1.4239	1.3828	
B	1.3745	1.504	1.4801	1.4682	1.4804	1.563	1.4953	1.1668	1.409	0.8606	1.373	1.4361	
C	1.3992	1.4853	1.456	1.4484	1.487	1.4912	1.5075	1.0327	1.4423	0.6608	1.4243	1.4576	
D	1.4342	1.5751	1.4254	1.4657	1.4877	1.5302	1.4812	1.1352	1.4386	0.71098	1.4276	1.4556	
E	0.67274	1.0078	1.1177	0.83426	0.988	0.9688	1.1635	0.79238	0.99122	0.57714	0.84106	1.3218	
F	0.64176	0.9909	1.0881	0.86818	0.93652	1.2151	1.1558	0.78796	0.94558	0.59244	0.8068	1.2805	
G	0.66902	1.0057	1.0618	0.8543	0.97852	1.0195	1.2443	0.82028	1.0077	0.60278	0.83608	1.27	
H	0.73066	1.0872	1.1373	1.2259	0.88026	1.1692	1.2268	0.86128	0.92392	0.66708	0.79432	1.2478	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3636	1.4672	1.4552	1.4596	1.5104	1.5175	1.4585	1.3283	1.4384	1.0827	1.4246	1.3811	
B	1.3708	1.4658	1.4765	1.4757	1.4839	1.5303	1.5021	1.2116	1.4142	0.93404	1.3821	1.4353	
C	1.4073	1.4833	1.4318	1.4506	1.4906	1.3737	1.5044	1.0962	1.4433	0.7054	1.4251	1.4587	
D	1.4308	1.5752	1.4111	1.4672	1.4914	1.5214	1.4888	1.1845	1.4408	0.7705	1.427	1.4536	
E	0.68632	1.0111	1.1237	0.8356	1.0009	0.9762	1.1635	0.80402	0.99268	0.59472	0.84192	1.3278	
F	0.6592	0.9808	1.0958	0.87188	0.92444	1.1471	1.1549	0.79384	0.95034	0.61512	0.80768	1.2991	
G	0.68504	0.99464	1.0876	0.85352	1.0041	1.0332	1.2129	0.82834	1.0099	0.6201	0.8441	1.2799	
H	0.74466	1.0733	1.0974	1.2522	0.88284	1.1251	1.1573	0.87644	0.97834	0.71188	0.79704	1.259	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3593	1.4639	1.4544	1.5941	1.5114	1.5261	1.459	1.3332	1.4431	1.1251	1.4277	1.3809	
B	1.3261	1.4475	1.4744	1.485	1.4852	1.526	1.4904	1.2527	1.421	0.97874	1.4008	1.4342	
C	1.3522	1.4824	1.4003	1.4514	1.4934	1.4712	1.5127	1.1526	1.4434	0.75476	1.4247	1.4582	
D	1.4273	1.5744	1.3936	1.4685	1.5014	1.5188	1.4794	1.2325	1.4418	0.83616	1.4268	1.4512	
E	0.7138	1.0307	1.1275	0.85324	1.0209	1.0062	1.1674	0.7685	0.99432	0.61266	0.84506	1.3304	
F	0.6778	0.98992	1.0909	0.9087	0.94794	1.1455	1.1724	0.7996	0.95156	0.6271	0.80958	1.3091	
G	0.70524	1.0168	1.091	0.88576	1.0182	1.0877	1.2083	0.82656	1.0113	0.63102	0.85654	1.2853	
H	0.76324	1.0865	1.1278	1.2878	0.8921	1.1102	1.1508	0.88154	1.0027	0.76436	0.79502	1.2644	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3584	1.4621	1.4533	1.4545	1.4801	1.4963	1.4565	1.3404	1.4492	1.1823	1.4309	1.3788	
B	1.3189	1.4451	1.4637	1.4699	1.4888	1.5465	1.493	1.2897	1.4334	1.0242	1.4215	1.4334	
C	1.3357	1.4806	1.3979	1.4523	1.4975	1.5887	1.5118	1.2125	1.4509	0.82088	1.435	1.4601	
D	1.4241	1.5749	1.3907	1.4721	1.5076	1.5175	1.4929	1.2699	1.4436	0.91118	1.4346	1.4504	
E	0.74602	1.0689	1.1328	0.87448	1.0461	1.0605	1.1692	0.78056	0.99826	0.62946	0.8515	1.3309	
F	0.70324	1.0162	1.0914	0.94488	0.95866	1.163	1.1617	0.81172	0.96346	0.64626	0.8135	1.3158	
G	0.73382	1.0597	1.1018	0.93248	1.0424	1.1747	1.2599	0.83134	1.0095	0.65064	0.86984	1.2829	
H	0.78646	1.1232	1.1387	1.3156	0.9017	1.124	1.1731	0.89242	1.0725	0.82772	0.80048	1.2751	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3073	1.4601	1.4494	1.3951	1.4773	1.4795	1.457	1.3446	1.457	1.2256	1.4344	1.3812	
B	1.3153	1.4364	1.4631	1.4403	1.4917	1.5331	1.489	1.2908	1.4368	1.068	1.422	1.4311	
C	1.3313	1.479	1.3965	1.4562	1.5045	1.5823	1.5068	1.244	1.4502	0.8686	1.4284	1.4585	
D	1.4216	1.5759	1.396	1.4779	1.4678	1.514	1.5041	1.2853	1.4431	0.96052	1.429	1.4483	
E	0.75602	1.0352	1.1313	0.87772	1.0525	1.0632	1.1851	0.77592	1.0026	0.64002	0.85538	1.3291	
F	0.71262	0.99276	1.0858	0.94216	0.97378	1.1774	1.1591	0.80782	0.95832	0.65578	0.81678	1.3167	
G	0.73818	1.0251	1.1136	0.91578	1.0528	1.1723	1.2569	0.83388	1.0145	0.65834	0.87194	1.2828	
H	0.79416	1.091	1.1287	1.3139	0.8998	1.1399	1.1382	0.89452	1.1214	0.86458	0.80182	1.2745	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.2953	1.4606	1.4461	1.402	1.4758	1.483	1.4545	1.3502	1.4613	1.281	1.4394	1.3486	
B	1.3142	1.4427	1.4822	1.434	1.4968	1.543	1.4928	1.3047	1.4518	1.1206	1.4402	1.4312	
C	1.3255	1.4793	1.3686	1.4643	1.5113	1.5825	1.5115	1.2803	1.4596	0.93558	1.4417	1.4574	
D	1.4206	1.5763	1.4022	1.4405	1.4652	1.5037	1.5019	1.3039	1.4442	1.025	1.4404	1.4482	
E	0.77838	1.0728	1.1338	0.89804	1.0682	1.0972	1.1795	0.80372	1.0021	0.6488	0.86048	1.3291	
F	0.73764	1.0182	1.096	0.9737	0.98366	1.2056	1.1778	0.82426	0.96694	0.6655	0.8204	1.3067	
G	0.76068	1.0588	1.1171	0.95978	1.0639	1.2149	1.2746	0.83144	1.0157	0.66346	0.87688	1.2769	
H	0.80382	1.1243	1.1236	1.3259	0.913	1.1652	1.1578	0.90176	1.1493	0.89998	0.8087	1.2653	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.289	1.4264	1.4409	1.4054	1.475	1.4739	1.4521	1.3556	1.4599	1.3276	1.4432	1.3393	
B	1.3119	1.442	1.4734	1.4311	1.5022	1.5489	1.4952	1.3087	1.458	1.1674	1.4437	1.4301	
C	1.3238	1.4774	1.32	1.4277	1.5204	1.5769	1.5139	1.2988	1.4689	0.99566	1.4389	1.4565	
D	1.4187	1.5771	1.4068	1.4265	1.4653	1.511	1.5012	1.3088	1.4444	1.0715	1.4397	1.4468	
