<>	1	2	3	4	5	6	7	8	9	10	11	12	
B	1.4684	1.4844	1.4996	1.4744	1.4749	1.4982	1.2074	1.3027	1.3337	1.2941	1.3373	1.1903	
C	1.3475	1.2602	1.1756	1.1023	1.2925	1.0879	0.85074	0.83264	0.81782	0.85344	0.829	1.0926	
D	1.5286	1.4952	1.5169	1.5304	1.5173	1.5055	1.0149	0.92658	0.94684	0.91188	0.92344	0.78658	
E	1.4843	1.4763	1.511	1.4925	1.4849	1.5178	1.105	1.1435	1.1608	0.8352	0.81996	0.8477	
F	1.4591	1.4684	1.5185	1.5194	1.515	1.4803	1.1731	0.85914	0.84132	0.88808	0.77044	1.1661	
G	1.5543	1.558	1.6018	1.5047	1.602	1.5605	1.2574	1.3223	1.3401	1.3922	1.2919	1.3793	
H	1.5663	1.5599	1.5648	1.567	1.5318	1.5807	1.3167	1.3449	1.3501	1.3828	1.3543	1.3553	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.4034	1.4013	1.4166	1.4227	1.3776	1.37	1.1624	1.0865	1.0887	1.1205	1.0661	1.1204	
B	1.4696	1.4801	1.5014	1.4757	1.4769	1.5024	1.2262	1.3157	1.3412	1.3065	1.3463	1.2187	
C	1.3731	1.2926	1.2059	1.1374	1.3332	1.1151	0.8512	0.82842	0.81666	0.8501	0.8348	1.123	
D	1.5303	1.4968	1.515	1.5324	1.5121	1.5103	1.0075	0.91678	0.9412	0.90322	0.91662	0.77882	
E	1.4854	1.4725	1.5114	1.5122	1.4835	1.516	1.1097	1.138	1.1581	0.82934	0.82164	0.8399	
F	1.4626	1.4703	1.5189	1.5191	1.5144	1.4843	1.1682	0.85314	0.8373	0.883	0.94228	1.1653	
G	1.5586	1.5416	1.6085	1.5096	1.6073	1.562	1.2803	1.3327	1.3511	1.3972	1.3074	1.3857	
H	1.5678	1.5507	1.5547	1.575	1.5309	1.5824	1.3319	1.35	1.3566	1.3871	1.3584	1.3617	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.402	1.4072	1.4213	1.4288	1.3869	1.3782	1.18	1.1032	1.1021	1.1398	1.081	1.1369	
B	1.4747	1.4828	1.5043	1.4779	1.4794	1.5076	1.2675	1.3277	1.3482	1.3198	1.3595	1.2429	
C	1.4013	1.3168	1.2355	1.1657	1.3825	1.1491	0.8583	0.83048	0.81638	0.8507	0.85508	1.1388	
D	1.5322	1.5	1.505	1.5332	1.5162	1.5148	1.0166	0.90642	0.93262	0.89612	0.9074	0.7641	
E	1.4882	1.4707	1.5138	1.5188	1.4848	1.5182	1.12	1.1371	1.1553	0.8341	0.93888	0.96742	
F	1.4677	1.4722	1.5244	1.5188	1.5178	1.4924	1.1799	0.84444	0.82766	0.87782	1.1468	1.166	
G	1.5653	1.5382	1.6172	1.5387	1.6002	1.5638	1.312	1.3419	1.3637	1.405	1.319	1.3901	
H	1.5691	1.5459	1.5506	1.5825	1.5307	1.5839	1.3524	1.3559	1.367	1.3934	1.3651	1.367	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3995	1.4041	1.4229	1.4271	1.3965	1.3845	1.1957	1.1153	1.1149	1.1526	1.0948	1.1558	
B	1.4712	1.4812	1.5035	1.4786	1.4793	1.5073	1.3058	1.3343	1.3536	1.3274	1.3645	1.2603	
C	1.4195	1.3496	1.2655	1.2308	1.4427	1.1794	0.86918	0.82772	0.81536	0.84958	0.9798	1.1443	
D	1.5309	1.4986	1.5016	1.5094	1.5157	1.5127	1.0187	0.89858	0.9244	0.88782	0.89872	0.76366	
E	1.4894	1.4693	1.5134	1.52	1.4869	1.5175	1.1285	1.1345	1.1531	0.83482	1.0115	1.0119	
F	1.4695	1.4726	1.5282	1.5188	1.5197	1.4959	1.1786	0.84054	0.8305	0.87142	1.165	1.1642	
G	1.5628	1.5391	1.619	1.5636	1.5844	1.5627	1.3247	1.3489	1.3719	1.4077	1.325	1.3956	
H	1.5708	1.5438	1.5489	1.5887	1.531	1.5858	1.3687	1.3581	1.3681	1.3958	1.3714	1.3693	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3989	1.3861	1.4029	1.4176	1.3866	1.3892	1.2045	1.1306	1.1309	1.1699	1.1068	1.1698	
B	1.4738	1.4818	1.5029	1.4779	1.4784	1.5066	1.3065	1.3391	1.3587	1.331	1.3687	1.2794	
C	1.4272	1.3729	1.2907	1.2348	1.4791	1.2051	1.0364	0.8258	0.81042	0.85244	1.1145	1.1477	
D	1.5298	1.5006	1.5013	1.4971	1.5138	1.5046	1.0097	0.89166	0.91992	0.88174	0.89306	0.75806	
E	1.4916	1.4714	1.514	1.521	1.4866	1.5194	1.1334	1.1311	1.1496	0.83558	1.1784	1.1242	
F	1.4697	1.475	1.5275	1.5179	1.5185	1.4971	1.177	0.83412	0.82646	0.86616	1.1596	1.1621	
G	1.5635	1.5421	1.6189	1.5686	1.5779	1.5638	1.3309	1.3544	1.3772	1.4118	1.3331	1.3998	
H	1.5692	1.5427	1.5481	1.5902	1.5282	1.5788	1.3723	1.3702	1.3736	1.4	1.3745	1.3749	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.399	1.3862	1.402	1.4151	1.3904	1.3957	1.2127	1.1414	1.1396	1.178	1.117	1.183	
B	1.4724	1.4825	1.5022	1.4794	1.4801	1.5066	1.3329	1.3402	1.3626	1.3287	1.3713	1.2927	
C	1.4366	1.4262	1.3215	1.2791	1.507	1.2325	1.0659	0.82966	0.817	0.85538	1.1262	1.1521	
D	1.5301	1.5009	1.5026	1.4926	1.5133	1.4917	1.0051	0.88382	0.91446	0.87606	0.88742	0.7537	
E	1.4945	1.4727	1.5132	1.5224	1.4895	1.5208	1.1334	1.1282	1.1495	0.99572	1.1769	1.1725	
F	1.4737	1.4764	1.533	1.5226	1.5212	1.5008	1.176	0.8289	0.83186	0.86232	1.1574	1.163	
G	1.5591	1.5477	1.6137	1.5693	1.5761	1.5616	1.3332	1.3573	1.3831	1.4131	1.3365	1.4044	
H	1.5723	1.5423	1.5488	1.5882	1.5308	1.5645	1.3769	1.3701	1.3764	1.4014	1.38	1.3785	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3976	1.3839	1.3996	1.4148	1.3868	1.3905	1.2205	1.1506	1.1513	1.1835	1.1294	1.1876	
B	1.472	1.4832	1.5022	1.4807	1.4796	1.505	1.3327	1.3433	1.3647	1.3282	1.3727	1.3179	
C	1.4565	1.4644	1.3664	1.3035	1.5254	1.2541	1.1255	0.83156	0.96296	0.85392	1.1427	1.1565	
D	1.5287	1.5018	1.5021	1.4948	1.5113	1.4829	0.99994	0.87296	0.90642	0.86976	0.87676	0.75014	
E	1.4946	1.4726	1.5145	1.5225	1.4796	1.5208	1.1363	1.1249	1.146	1.1583	1.1727	1.1651	
F	1.4738	1.4754	1.5347	1.5223	1.5273	1.5022	1.1698	0.82156	0.82794	0.85362	1.1514	1.1603	
G	1.5631	1.5503	1.6131	1.5632	1.5757	1.5632	1.3341	1.3617	1.3852	1.4148	1.3398	1.4077	
H	1.571	1.5427	1.5483	1.5906	1.5305	1.5605	1.3787	1.3769	1.38	1.403	1.3826	1.3828	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3839	1.3829	1.3981	1.4148	1.3964	1.3784	1.2308	1.1577	1.1637	1.1937	1.1391	1.1933	
B	1.4699	1.4844	1.5017	1.4818	1.4786	1.5051	1.3701	1.3435	1.3609	1.3294	1.3758	1.3172	
C	1.4676	1.4739	1.4106	1.3241	1.5366	1.2792	1.1324	0.82912	1.1596	0.85646	1.1446	1.1609	
D	1.5295	1.5027	1.5058	1.5011	1.5118	1.4854	0.997	0.86352	0.89748	0.85704	0.8718	0.74832	
E	1.4963	1.4743	1.5148	1.522	1.4745	1.5207	1.1413	1.1257	1.1414	1.1947	1.1702	1.1636	
F	1.4751	1.4773	1.5357	1.5237	1.5285	1.5052	1.1723	0.81864	0.81738	0.85042	1.1496	1.1597	
G	1.565	1.5532	1.609	1.5644	1.5745	1.562	1.3419	1.3633	1.3882	1.4185	1.3415	1.411	
H	1.5705	1.545	1.5499	1.5897	1.5312	1.5583	1.3827	1.3827	1.3809	1.4057	1.3915	1.3849	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3872	1.3794	1.396	1.4172	1.4023	1.3781	1.247	1.1752	1.1833	1.2066	1.158	1.1982	
B	1.4701	1.4872	1.5039	1.4795	1.4813	1.5087	1.4113	1.3541	1.3634	1.3343	1.3769	1.3173	
C	1.4721	1.4788	1.4278	1.3518	1.549	1.3038	1.1541	0.83012	1.1776	0.85402	1.1484	1.1612	
D	1.5267	1.5024	1.5083	1.5047	1.5138	1.4857	0.99246	0.8613	0.8879	0.8512	0.86374	0.7457	
E	1.4989	1.4756	1.5169	1.5241	1.4765	1.5227	1.153	1.1222	1.14	1.19	1.1679	1.1637	
F	1.4777	1.4831	1.5398	1.5282	1.5325	1.5017	1.1716	0.81468	0.81692	0.84946	1.146	1.1581	
G	1.567	1.5953	1.6075	1.5799	1.5761	1.5639	1.3613	1.3671	1.3924	1.4215	1.3464	1.4139	
H	1.5695	1.547	1.553	1.5913	1.5314	1.5571	1.3914	1.3839	1.3793	1.4078	1.3913	1.3881	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.383	1.3559	1.3827	1.416	1.4054	1.3766	1.2533	1.1851	1.1935	1.2184	1.1729	1.1991	
B	1.4686	1.489	1.5038	1.4763	1.4824	1.5088	1.4256	1.3534	1.3646	1.3377	1.3755	1.3126	
C	1.4746	1.4809	1.4338	1.3644	1.5521	1.3205	1.1585	0.83168	1.1782	0.85672	1.1513	1.1668	
D	1.5296	1.5023	1.511	1.5086	1.5141	1.4881	0.98448	0.85262	0.8841	0.8497	0.8572	0.7447	
E	1.5021	1.4773	1.5176	1.5243	1.4763	1.5245	1.1601	1.1405	1.1377	1.1866	1.1652	1.1627	
F	1.4786	1.4828	1.5378	1.5283	1.524	1.5006	1.1663	0.8142	0.8102	0.84252	1.1402	1.173	
G	1.5659	1.5954	1.6068	1.5877	1.5743	1.5628	1.37	1.3695	1.3951	1.4242	1.3513	1.416	
H	1.5735	1.5508	1.5569	1.5937	1.536	1.5586	1.4013	1.391	1.3854	1.4118	1.3996	1.3936	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3835	1.3501	1.3644	1.4156	1.4077	1.3731	1.2581	1.187	1.2006	1.2224	1.1794	1.1943	
B	1.4696	1.4873	1.5034	1.4758	1.4821	1.5083	1.417	1.3488	1.3629	1.3325	1.3746	1.3136	
C	1.475	1.4794	1.4386	1.3669	1.5516	1.3293	1.1602	0.83082	1.1802	0.85686	1.1522	1.1654	
D	1.5303	1.5047	1.5147	1.5085	1.5146	1.4884	0.9762	0.84334	0.88452	0.84414	0.85748	0.74074	
E	1.502	1.4768	1.5159	1.5243	1.4762	1.5241	1.1613	1.1509	1.1353	1.18	1.1619	1.1586	
F	1.4814	1.4875	1.5388	1.5274	1.5267	1.5017	1.1607	0.8091	0.81244	0.83866	1.1371	1.1745	
G	1.5674	1.5957	1.6067	1.5882	1.5746	1.5641	1.3702	1.3725	1.3979	1.4262	1.3531	1.4185	
H	1.5716	1.5522	1.5586	1.5923	1.5351	1.5583	1.4027	1.3886	1.3836	1.4135	1.4019	1.3949	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3796	1.3445	1.3578	1.415	1.4139	1.3705	1.2676	1.195	1.2095	1.2322	1.1848	1.2056	
B	1.4696	1.4866	1.5045	1.4763	1.4825	1.5093	1.422	1.3501	1.363	1.3332	1.3755	1.3073	
C	1.4721	1.4807	1.442	1.3804	1.5549	1.3323	1.1645	0.83332	1.1812	0.85616	1.1537	1.1699	
D	1.5315	1.5048	1.5173	1.5104	1.5161	1.4904	0.97254	0.8452	0.99644	0.8326	0.8527	0.7358	
E	1.503	1.4778	1.5168	1.5228	1.4761	1.5247	1.1644	1.1647	1.1427	1.1769	1.1591	1.1569	
F	1.4837	1.4908	1.5395	1.5293	1.5296	1.5029	1.1581	0.80974	0.97546	0.83426	1.1317	1.2044	
G	1.5672	1.595	1.6062	1.5873	1.5746	1.5641	1.3727	1.374	1.3984	1.4278	1.3532	1.4185	
H	1.5726	1.556	1.5635	1.5917	1.5372	1.5584	1.4056	1.3922	1.3893	1.416	1.4076	1.3962	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3762	1.3415	1.352	1.4141	1.4138	1.3576	1.2765	1.2019	1.2137	1.2395	1.1915	1.2109	
B	1.471	1.4855	1.5046	1.4755	1.4832	1.5058	1.4204	1.3506	1.3601	1.334	1.3738	1.2845	
C	1.449	1.4788	1.4399	1.3716	1.5543	1.329	1.17	0.83208	1.183	0.85824	1.1535	1.1693	
D	1.5309	1.5037	1.5174	1.5106	1.5146	1.493	0.96262	0.85328	1.0173	0.82618	0.84404	0.72596	
E	1.5051	1.479	1.5157	1.5236	1.4776	1.5234	1.171	1.1844	1.1542	1.1714	1.1549	1.1521	
F	1.4844	1.4926	1.5397	1.5294	1.5293	1.5026	1.1383	0.80402	0.96588	0.82596	1.1254	1.2135	
G	1.5692	1.5942	1.6059	1.5882	1.5754	1.5636	1.3779	1.3763	1.3989	1.4274	1.3548	1.4151	
H	1.5728	1.5635	1.5649	1.5914	1.5394	1.5568	1.4057	1.3952	1.3866	1.4136	1.4097	1.4026	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3756	1.3367	1.3492	1.4115	1.4225	1.349	1.2843	1.2108	1.2219	1.2466	1.1996	1.2141	
B	1.469	1.4832	1.5056	1.475	1.483	1.506	1.4247	1.3499	1.3591	1.3338	1.3728	1.2711	
C	1.4057	1.4783	1.4395	1.3781	1.5537	1.3279	1.1817	0.83304	1.1832	0.85128	1.156	1.1738	
D	1.5339	1.5057	1.5212	1.5129	1.5171	1.4968	1.0185	1.0162	1.0357	0.82988	0.84112	0.7256	
E	1.5066	1.479	1.517	1.5252	1.4784	1.5257	1.1773	1.1906	1.1565	1.1679	1.1496	1.1491	
F	1.4856	1.494	1.5409	1.5322	1.5304	1.5043	1.1275	0.80168	1.0487	0.95332	1.1225	1.2173	
G	1.571	1.5934	1.607	1.5894	1.5771	1.5633	1.3821	1.3752	1.4013	1.4284	1.3567	1.4105	
H	1.5738	1.5943	1.576	1.5919	1.5409	1.5583	1.4121	1.3857	1.391	1.4163	1.4133	1.4082	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3748	1.3359	1.3458	1.4118	1.419	1.344	1.2866	1.2171	1.2272	1.2523	1.2055	1.2297	
B	1.4682	1.4853	1.5077	1.4752	1.4827	1.509	1.4286	1.3488	1.3599	1.3327	1.3719	1.2705	
C	1.4026	1.4749	1.4386	1.3726	1.5547	1.3273	1.1822	0.83494	1.1836	0.8546	1.157	1.1746	
D	1.5353	1.5059	1.5173	1.5148	1.519	1.5031	1.0627	1.1347	1.0871	0.82566	0.83632	0.89938	
E	1.5098	1.4819	1.5173	1.5268	1.4789	1.5274	1.1772	1.2084	1.163	1.1654	1.1489	1.1491	
F	1.4862	1.4931	1.5417	1.5345	1.5318	1.5071	1.1037	0.79912	1.0724	1.0458	1.1204	1.2194	
G	1.5718	1.5938	1.6081	1.5915	1.5783	1.5636	1.3853	1.3806	1.4014	1.4295	1.3588	1.404	
H	1.5771	1.596	1.6018	1.5922	1.5417	1.5607	1.4115	1.386	1.3911	1.4169	1.4161	1.4161	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3725	1.3336	1.3443	1.4113	1.4283	1.3385	1.2909	1.2204	1.2325	1.2542	1.2096	1.2371	
B	1.4701	1.4863	1.5073	1.477	1.486	1.5087	1.4306	1.3469	1.3593	1.3313	1.3702	1.2651	
C	1.4004	1.4659	1.4389	1.3591	1.555	1.3238	1.1852	0.8382	1.1857	0.86128	1.1611	1.1803	
D	1.5268	1.5081	1.5164	1.5166	1.5197	1.5065	1.1612	1.1398	1.19	0.81938	0.83264	1.0308	
E	1.5125	1.4834	1.5187	1.5278	1.4806	1.5282	1.1852	1.2259	1.1912	1.1629	1.1468	1.1471	
F	1.4885	1.4948	1.5445	1.5358	1.5348	1.5096	1.0981	0.798	1.2191	1.0595	1.1487	1.2242	
G	1.5734	1.5942	1.6085	1.5908	1.5806	1.5642	1.3889	1.3815	1.4026	1.4294	1.3618	1.397	
H	1.5774	1.5963	1.6014	1.5907	1.5411	1.5608	1.4157	1.3839	1.3897	1.4189	1.4201	1.421	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3713	1.3299	1.3406	1.41	1.4167	1.3336	1.294	1.225	1.2371	1.2541	1.2119	1.2462	
B	1.4698	1.4862	1.507	1.4756	1.4844	1.5086	1.439	1.3466	1.36	1.3293	1.3683	1.2639	
C	1.3995	1.4551	1.4344	1.3376	1.5549	1.3218	1.1849	0.84014	1.1835	0.86	1.1598	1.1821	
D	1.5257	1.5077	1.5157	1.518	1.5196	1.5072	1.1377	1.2095	1.1956	0.81568	0.82714	1.2029	
E	1.5125	1.4828	1.518	1.5281	1.4818	1.529	1.1904	1.2237	1.1981	1.16	1.1438	1.145	
F	1.4882	1.4988	1.5451	1.5359	1.5348	1.5101	1.0967	0.79184	1.1994	1.1683	1.1794	1.2345	
G	1.5738	1.594	1.6072	1.5901	1.5816	1.5627	1.39	1.379	1.4032	1.4252	1.3613	1.394	
H	1.5791	1.5953	1.6017	1.5898	1.543	1.5628	1.4149	1.3785	1.3911	1.4173	1.4154	1.4095	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3694	1.324	1.3365	1.4069	1.4052	1.3297	1.2962	1.2249	1.2364	1.2549	1.2062	1.2494	
B	1.4678	1.4853	1.507	1.474	1.4838	1.5093	1.4195	1.344	1.3597	1.3282	1.365	1.2614	
C	1.4009	1.4274	1.4289	1.2998	1.5539	1.323	1.1872	0.84502	1.1828	0.85726	1.1584	1.1828	
D	1.5249	1.508	1.5136	1.5189	1.5192	1.507	1.253	1.2116	1.1859	0.81004	0.81818	1.1961	
E	1.5136	1.484	1.5174	1.5298	1.4811	1.5201	1.184	1.2221	1.2174	1.1533	1.1354	1.1376	
F	1.4885	1.496	1.544	1.5347	1.5347	1.5095	1.0931	0.78818	1.2114	1.2013	1.184	1.2346	
G	1.5741	1.5932	1.6069	1.5918	1.5828	1.5632	1.3933	1.3813	1.4057	1.4254	1.3609	1.3909	
H	1.5812	1.5944	1.5993	1.5897	1.5439	1.5621	1.4158	1.3768	1.3935	1.4189	1.3993	1.4003	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3688	1.3212	1.3329	1.3814	1.4042	1.3246	1.2972	1.2233	1.2375	1.2549	1.2065	1.2494	
B	1.4678	1.4867	1.5079	1.4742	1.4834	1.5099	1.409	1.3438	1.3604	1.3274	1.3678	1.2586	
C	1.4067	1.382	1.4245	1.2467	1.5525	1.3197	1.1916	0.85932	1.1844	0.8642	1.1589	1.1851	
D	1.5236	1.5079	1.514	1.5234	1.5198	1.5066	1.2383	1.2181	1.1804	0.80656	0.81414	1.1867	
E	1.5113	1.4854	1.5173	1.5255	1.4814	1.5166	1.1897	1.2213	1.228	1.1491	1.1328	1.1445	
F	1.489	1.5018	1.5457	1.5337	1.5366	1.5115	1.0924	0.7839	1.21	1.2125	1.2114	1.2358	
G	1.5759	1.5943	1.6077	1.5899	1.5868	1.5625	1.3966	1.3831	1.4048	1.4232	1.3627	1.3896	
H	1.5791	1.5933	1.5994	1.5888	1.5446	1.564	1.4186	1.3682	1.3925	1.417	1.3925	1.3974	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3656	1.3199	1.333	1.3739	1.4052	1.322	1.3004	1.2235	1.2289	1.2569	1.1975	1.2539	
B	1.4689	1.4855	1.5084	1.473	1.4849	1.511	1.4138	1.3424	1.3609	1.3289	1.3664	1.2571	
C	1.4075	1.3795	1.4207	1.2324	1.5533	1.3205	1.1928	1.2057	1.1843	0.86896	1.1596	1.1871	
D	1.5257	1.5078	1.5149	1.5251	1.5222	1.505	1.2305	1.2218	1.1723	0.8003	0.81028	1.1827	
E	1.5139	1.4845	1.518	1.5212	1.4808	1.5159	1.222	1.2182	1.2259	1.1426	1.1278	1.1535	
F	1.4902	1.4987	1.5473	1.5366	1.5389	1.5133	1.0966	0.78246	1.2144	1.2256	1.2169	1.2362	
G	1.5782	1.5925	1.608	1.5917	1.5869	1.562	1.3982	1.3839	1.4072	1.4218	1.3627	1.3877	
H	1.5819	1.5923	1.5997	1.5898	1.548	1.5655	1.4177	1.3612	1.3958	1.4212	1.3858	1.3985	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3649	1.3177	1.3278	1.3683	1.4065	1.3177	1.3015	1.2237	1.2123	1.2568	1.1673	1.2522	
B	1.4661	1.4866	1.5093	1.4725	1.4858	1.5108	1.4235	1.3439	1.3635	1.3274	1.3658	1.2565	
C	1.4183	1.3844	1.3933	1.2323	1.5531	1.3258	1.194	1.2162	1.1811	0.88304	1.1592	1.1894	
D	1.5258	1.5083	1.5162	1.5246	1.5228	1.5061	1.2402	1.1904	1.162	0.79486	0.80874	1.172	
E	1.5144	1.486	1.52	1.5204	1.4829	1.5176	1.2056	1.2181	1.2251	1.1365	1.1262	1.1599	
F	1.4902	1.5037	1.5491	1.5368	1.5398	1.5155	1.0944	0.77842	1.2046	1.2292	1.2159	1.2357	
G	1.5793	1.5934	1.6081	1.5922	1.6151	1.5625	1.3985	1.3849	1.4061	1.4186	1.3647	1.3843	
H	1.5832	1.5937	1.5994	1.5882	1.5488	1.5717	1.4193	1.3521	1.3944	1.4172	1.3766	1.394	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3645	1.3171	1.327	1.3674	1.407	1.3123	1.3002	1.2205	1.19	1.2545	1.1553	1.2538	
B	1.4687	1.4871	1.5098	1.4746	1.4858	1.5132	1.4171	1.3438	1.3677	1.3278	1.3646	1.2593	
C	1.4321	1.388	1.3409	1.2348	1.5528	1.3251	1.1953	1.2096	1.1788	1.2108	1.1572	1.1912	
D	1.528	1.5094	1.5181	1.524	1.5244	1.5064	1.2419	1.1796	1.1529	0.79088	0.80584	1.1617	
E	1.5157	1.4856	1.5196	1.5209	1.4845	1.5176	1.2027	1.2167	1.2237	1.1306	1.1475	1.149	
F	1.4914	1.5051	1.5498	1.5382	1.5417	1.5165	1.0898	0.77912	1.1855	1.2256	1.2139	1.2355	
G	1.5801	1.5946	1.6084	1.5928	1.6174	1.5624	1.4007	1.3864	1.4087	1.4163	1.3662	1.3814	
H	1.5866	1.594	1.5992	1.5896	1.5496	1.5999	1.4212	1.3489	1.3968	1.4135	1.3731	1.3885	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3616	1.313	1.3231	1.3651	1.4092	1.3095	1.2982	1.2137	1.1799	1.2538	1.1563	1.2526	
B	1.4681	1.4863	1.5095	1.474	1.4879	1.5108	1.4129	1.3396	1.3642	1.3249	1.3638	1.2728	
C	1.444	1.3924	1.3397	1.256	1.5537	1.3252	1.1981	1.2121	1.179	1.2338	1.1602	1.1919	
D	1.5277	1.5125	1.5196	1.5245	1.5285	1.508	1.2452	1.1689	1.1475	0.7873	0.88744	1.1587	
E	1.5178	1.4876	1.5211	1.5216	1.4861	1.5175	1.2283	1.2123	1.219	1.1226	1.15	1.174	
F	1.4922	1.5064	1.5528	1.5408	1.5438	1.5198	1.0915	0.77256	1.1813	1.2198	1.2124	1.2348	
G	1.5938	1.5935	1.61	1.5928	1.6169	1.5625	1.4005	1.3853	1.4083	1.4132	1.3629	1.3796	
H	1.5917	1.5942	1.5993	1.5894	1.5575	1.5996	1.4201	1.3542	1.3966	1.4105	1.3711	1.3877	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3574	1.3107	1.3219	1.3635	1.4098	1.3035	1.2995	1.202	1.1766	1.2499	1.1592	1.2558	
B	1.4677	1.4863	1.511	1.4736	1.4872	1.5115	1.408	1.3418	1.3709	1.3259	1.3626	1.2881	
C	1.453	1.3951	1.3397	1.2579	1.5528	1.3293	1.1993	1.2103	1.1775	1.2298	1.1589	1.1932	
D	1.5272	1.5111	1.5181	1.5208	1.5274	1.5057	1.2445	1.1567	1.1361	0.7808	0.9569	1.1538	
E	1.5186	1.4863	1.5215	1.5209	1.4869	1.518	1.2517	1.2059	1.2125	1.1113	1.1483	1.1883	
F	1.4917	1.5066	1.5536	1.5451	1.5456	1.5208	1.0908	0.7743	1.1591	1.1871	1.2076	1.2315	
G	1.5832	1.5921	1.6083	1.5921	1.6163	1.5622	1.4021	1.3844	1.41	1.4096	1.3241	1.3758	
H	1.6096	1.5913	1.5969	1.5874	1.563	1.5985	1.4186	1.3514	1.3937	1.4082	1.3677	1.382	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.356	1.3096	1.3197	1.3621	1.41	1.3022	1.2993	1.1814	1.1736	1.2459	1.1599	1.2529	
B	1.467	1.4876	1.5108	1.4705	1.4879	1.5137	1.4026	1.3416	1.3747	1.3242	1.3626	1.3036	
C	1.4616	1.4095	1.3418	1.2583	1.55	1.3316	1.2	1.209	1.1774	1.2242	1.1593	1.1932	
D	1.5286	1.5142	1.5205	1.5249	1.5291	1.5086	1.2469	1.1462	1.127	0.78	1.0406	1.1371	
E	1.5203	1.4869	1.5213	1.5214	1.4865	1.5209	1.248	1.1976	1.2112	1.106	1.1678	1.1755	
F	1.4932	1.5106	1.5536	1.5474	1.5462	1.5218	1.087	0.77038	1.1441	1.1569	1.205	1.2323	
G	1.563	1.5921	1.609	1.5944	1.6154	1.5632	1.4019	1.3859	1.4086	1.409	1.3165	1.3751	
H	1.618	1.5927	1.596	1.5882	1.566	1.5992	1.417	1.3538	1.3947	1.4057	1.3689	1.3804	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3545	1.3082	1.3171	1.3601	1.4116	1.2996	1.2994	1.1774	1.1768	1.2471	1.1659	1.2508	
B	1.4682	1.4869	1.5099	1.4711	1.4889	1.5127	1.4068	1.3429	1.3743	1.3263	1.3625	1.3082	
C	1.4694	1.4202	1.3466	1.2667	1.55	1.3368	1.2022	1.209	1.1782	1.2219	1.1601	1.1941	
D	1.5289	1.5149	1.5197	1.5244	1.5298	1.5082	1.2477	1.1339	1.1158	0.772	1.1193	1.1282	
E	1.5215	1.4882	1.5226	1.5239	1.4895	1.5198	1.2487	1.1921	1.2088	1.1008	1.1767	1.1722	
F	1.4947	1.5116	1.5562	1.55	1.5488	1.5226	1.1166	0.7717	1.1252	1.1454	1.2076	1.2275	
G	1.5677	1.5902	1.6104	1.5957	1.6157	1.5643	1.4031	1.3846	1.407	1.4076	1.3139	1.3714	
H	1.6186	1.5917	1.5953	1.5874	1.5732	1.5981	1.4159	1.3527	1.3916	1.4018	1.357	1.3746	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3536	1.3055	1.3147	1.3582	1.413	1.2965	1.2974	1.1809	1.1824	1.2361	1.1779	1.2529	
B	1.4672	1.4868	1.5101	1.4709	1.4886	1.5134	1.4162	1.3438	1.3733	1.3259	1.3627	1.3137	
C	1.4849	1.434	1.3579	1.2784	1.5473	1.3431	1.203	1.2078	1.1768	1.2189	1.1598	1.1954	
D	1.5284	1.515	1.521	1.5237	1.5252	1.5089	1.2453	1.1196	1.1502	0.77438	1.1959	1.1189	
E	1.5218	1.4869	1.5226	1.5226	1.4879	1.5199	1.26	1.2015	1.2043	1.1185	1.2027	1.1768	
F	1.4918	1.5098	1.556	1.5497	1.5486	1.5233	1.3486	0.7689	1.1101	1.1326	1.2015	1.2209	
G	1.5642	1.5871	1.6094	1.5957	1.6139	1.5626	1.4025	1.3826	1.4093	1.4052	1.3237	1.3667	
