<>	1	2	3	4	5	6	7	8	9	10	11	12	
F	0.73498	0.83782	0.8044	0.66726	0.76388	0.62206	0.79868	0.62664	0.6884	0.7736	0.64646	0.73336	
G	0.61592	0.69598	0.66986	0.57	0.64482	0.61128	0.5533	0.55704	0.57346	0.60074	0.54216	0.57224	
H	0.65224	0.74948	0.77628	0.55174	0.63724	0.54456	0.56626	0.54124	0.58872	0.62928	0.57202	0.59274	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.56712	0.44166	0.4629	0.56474	0.53536	0.37964	0.54166	0.46636	0.46038	0.50688	0.4413	0.4799	
B	0.73398	0.62524	0.62218	0.69954	0.66276	0.58442	0.67052	0.57018	0.62318	0.65034	0.5755	0.50504	
C	0.54414	0.49154	0.47628	0.4831	0.50922	0.43572	0.46388	0.46038	0.46654	0.48742	0.44036	0.46804	
D	0.68864	0.53578	0.54892	0.49814	0.58564	0.49332	0.55442	0.60726	0.55874	0.63142	0.57752	0.56602	
E	0.8352	0.85604	0.77772	0.77228	0.86116	0.81956	0.80116	0.77776	0.79114	0.83464	0.78626	0.79348	
F	0.80246	0.91066	0.86558	0.71832	0.82442	0.64416	0.83972	0.66084	0.72452	0.81254	0.6852	0.7816	
G	0.65372	0.75664	0.7289	0.61624	0.699	0.65758	0.5753	0.58222	0.59884	0.62082	0.56366	0.6108	
H	0.71046	0.81384	0.84358	0.59982	0.66574	0.58404	0.58264	0.58536	0.61438	0.66326	0.6137	0.6362	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.6061	0.47222	0.4749	0.59106	0.56246	0.4294	0.55924	0.48054	0.47174	0.5222	0.44778	0.49412	
B	0.80232	0.68256	0.67276	0.75544	0.68526	0.6288	0.70166	0.60872	0.665	0.69652	0.6086	0.53186	
C	0.56312	0.50204	0.48682	0.49458	0.47136	0.46722	0.47238	0.4691	0.47718	0.50184	0.44802	0.47642	
D	0.73686	0.57666	0.58118	0.52524	0.62096	0.51252	0.57462	0.64094	0.58572	0.67056	0.6084	0.59702	
E	0.89714	0.91742	0.82844	0.82272	0.91816	0.78246	0.83706	0.80994	0.82128	0.85394	0.81732	0.8236	
F	0.87568	0.98826	0.92846	0.76826	0.88672	0.72924	0.9027	0.69364	0.7651	0.84126	0.728	0.82626	
G	0.70908	0.82488	0.78858	0.67012	0.76062	0.71526	0.59992	0.6132	0.6253	0.64606	0.58978	0.65558	
H	0.7738	0.88222	0.91354	0.64346	0.68824	0.6296	0.61512	0.62544	0.64286	0.69816	0.6549	0.6741	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.6467	0.4983	0.49008	0.62442	0.58798	0.44168	0.58268	0.49694	0.48154	0.54464	0.4615	0.51216	
B	0.87252	0.73122	0.72768	0.85934	0.80664	0.68044	0.73458	0.6486	0.70778	0.74024	0.6469	0.5634	
C	0.54724	0.52086	0.49994	0.50754	0.48712	0.48236	0.4792	0.47792	0.48988	0.51984	0.45532	0.485	
D	0.74558	0.69438	0.61608	0.5521	0.66786	0.54116	0.60044	0.6782	0.61478	0.71202	0.6418	0.63134	
E	0.96096	0.98186	0.88108	0.87676	0.978	0.86854	0.86768	0.83178	0.84202	0.8717	0.83916	0.84342	
F	0.94962	1.0623	0.99188	0.8228	0.9483	0.78336	0.95698	0.73336	0.79626	0.86748	0.7655	0.85652	
G	0.80274	0.89534	0.8504	0.72546	0.82232	0.77328	0.62746	0.63752	0.65376	0.6772	0.6168	0.6997	
H	0.8444	0.96274	0.98846	0.70182	0.78592	0.68206	0.64076	0.66198	0.67352	0.74474	0.69318	0.71252	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.69704	0.521	0.5072	0.6541	0.62206	0.43586	0.61066	0.51642	0.4947	0.57182	0.4776	0.5306	
B	0.95364	0.78684	0.78728	0.95556	0.889	0.73072	0.76878	0.69192	0.75216	0.78532	0.69172	0.5977	
C	0.59842	0.54958	0.51202	0.52418	0.50176	0.4829	0.48908	0.49042	0.50778	0.53398	0.46424	0.49274	
D	0.80952	0.72344	0.65728	0.58178	0.71428	0.56888	0.6283	0.72124	0.64416	0.75572	0.68118	0.67356	
E	1.0327	1.0465	0.93366	0.93906	1.0491	1.003	0.88936	0.84782	0.85542	0.8807	0.8525	0.86026	
F	1.017	1.1209	1.0499	0.87268	1.0127	0.83636	0.99502	0.77556	0.82616	0.88768	0.79346	0.87754	
G	0.83916	0.96946	0.91456	0.78562	0.89084	0.84054	0.66022	0.67614	0.68958	0.71778	0.65032	0.74904	
H	0.91526	1.0442	1.0667	0.7611	0.85516	0.74644	0.67036	0.70266	0.7164	0.78444	0.7297	0.75198	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.74946	0.5505	0.53072	0.68594	0.66362	0.46812	0.64156	0.54102	0.51366	0.59604	0.49188	0.5501	
B	1.0383	0.83626	0.8563	0.98436	0.94624	0.79296	0.8058	0.73616	0.80184	0.83122	0.73642	0.63802	
C	0.58806	0.55322	0.5291	0.53712	0.51978	0.49636	0.50324	0.50334	0.5198	0.553	0.47704	0.50516	
D	0.87732	0.77518	0.70112	0.61828	0.77118	0.6038	0.66186	0.7695	0.68206	0.79926	0.7236	0.71724	
E	1.0989	1.1146	0.99176	1.0127	1.1777	0.95942	0.90848	0.85718	0.86528	0.88728	0.86284	0.87066	
F	1.0813	1.1747	1.1073	0.92702	1.073	0.90994	1.0309	0.80444	0.84682	0.902	0.81174	0.89242	
G	0.87454	1.0388	0.98554	0.8424	0.95798	0.9061	0.69334	0.71002	0.72254	0.75292	0.68218	0.80526	
H	0.98376	1.1328	1.1508	0.8115	0.93064	0.8088	0.70414	0.74388	0.75732	0.82802	0.7736	0.79168	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.80934	0.57916	0.55376	0.71554	0.71546	0.46494	0.67802	0.56586	0.5284	0.62956	0.50374	0.57454	
B	1.1164	0.9734	0.92466	1.0718	1.0021	0.85968	0.83986	0.77732	0.8504	0.877	0.78272	0.681	
C	0.61278	0.57144	0.54592	0.5557	0.54018	0.51042	0.5151	0.51728	0.53588	0.57198	0.48872	0.51992	
D	0.98182	0.83538	0.75504	0.65826	0.82494	0.6446	0.69824	0.8166	0.72388	0.83056	0.7714	0.75894	
E	1.1591	1.1824	1.0575	1.0855	1.2564	1.1112	0.92038	0.86436	0.86998	0.89064	0.86868	0.87686	
F	1.1368	1.2174	1.1862	0.98248	1.1261	0.93714	1.0477	0.83208	0.86054	0.91544	0.82906	0.90258	
G	0.9791	1.1089	1.0578	0.8966	1.0238	0.97136	0.72298	0.75198	0.76524	0.79688	0.7172	0.86188	
H	1.0587	1.2279	1.2444	0.86784	1.0003	0.87634	0.74178	0.79336	0.80824	0.88194	0.82854	0.84526	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.8716	0.60896	0.5849	0.75764	0.76908	0.48222	0.7127	0.59554	0.55572	0.66112	0.52632	0.60128	
B	1.184	1.013	1.0073	1.1493	1.0606	0.93686	0.8714	0.82332	0.9072	0.92452	0.83492	0.72832	
C	0.66336	0.61596	0.56422	0.5721	0.55888	0.52758	0.52812	0.53432	0.55706	0.60476	0.50098	0.53496	
D	1.072	0.89954	0.81162	0.7044	0.8844	0.68432	0.7368	0.86094	0.77034	0.85804	0.81382	0.79258	
E	1.229	1.2586	1.1528	1.1707	1.3175	1.0839	0.93234	0.86742	0.87172	0.89144	0.87062	0.88294	
F	1.1869	1.2609	1.2449	1.0623	1.1709	0.99226	1.0678	0.8566	0.86984	0.92696	0.83362	0.90664	
G	1.0812	1.1789	1.1398	0.96154	1.1245	1.0462	0.753	0.79848	0.80858	0.84918	0.75864	0.92448	
H	1.1325	1.2873	1.3044	0.93904	1.1253	0.95226	0.77282	0.84872	0.86536	0.94476	0.88674	0.89588	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.93644	0.66414	0.62148	0.7792	0.83678	0.5135	0.75548	0.62684	0.57974	0.69714	0.54572	0.63526	
B	1.2299	1.1348	1.0963	1.16	1.0933	1.0272	0.90376	0.87342	0.96172	0.96156	0.89074	0.78088	
C	0.67182	0.61236	0.5866	0.5951	0.61754	0.5485	0.54486	0.54838	0.57458	0.63942	0.52028	0.5513	
D	1.1505	0.95888	0.86862	0.75466	0.9387	0.73684	0.7775	0.8928	0.8138	0.87556	0.8526	0.81776	
E	1.3014	1.3384	1.2258	1.2442	1.3677	1.1573	0.9472	0.8697	0.87192	0.8923	0.8767	0.88548	
F	1.2316	1.2962	1.2885	1.1422	1.2128	1.0454	1.0887	0.8736	0.88122	0.93142	0.8451	0.91216	
G	1.1102	1.2449	1.1999	1.0251	1.2021	1.1421	0.79144	0.84792	0.85226	0.9026	0.80394	0.9819	
H	1.2212	1.3318	1.3508	1.0357	1.2191	1.0326	0.81464	0.90056	0.92156	1.0054	0.94174	0.9479	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.99616	0.71196	0.66314	0.84732	0.8934	0.52998	0.79104	0.65928	0.6079	0.73082	0.56922	0.67106	
B	1.2756	1.1538	1.1766	1.2349	1.1586	1.1381	0.93232	0.92688	1.0105	1.0049	0.95024	0.82348	
C	0.71922	0.635	0.6091	0.61328	0.60518	0.56834	0.55832	0.5648	0.60186	0.65794	0.53426	0.56906	
D	1.3338	1.0234	0.93008	0.80594	0.99902	0.79192	0.82784	0.92214	0.86154	0.89976	0.88314	0.83296	
E	1.3408	1.3746	1.2865	1.3057	1.4054	1.3195	0.9568	0.86296	0.87082	0.88906	0.87216	0.8842	
F	1.2683	1.3312	1.3269	1.2137	1.2486	1.0919	1.1034	0.88646	0.88948	0.93866	0.84562	0.90922	
G	1.1692	1.3095	1.2634	1.0928	1.2655	1.2128	0.82842	0.90006	0.90222	0.957	0.84924	1.0286	
H	1.2938	1.3745	1.3878	1.1409	1.2838	1.1511	0.86162	0.94926	0.98642	1.0694	1.0049	1.0226	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.0536	0.77184	0.71208	0.90102	0.9296	0.56022	0.83012	0.69596	0.64434	0.77078	0.60284	0.71112	
B	1.3193	1.3187	1.237	1.477	1.2108	1.1992	0.95424	0.9678	1.0472	1.0307	0.9952	0.86474	
C	0.75546	0.6608	0.6306	0.63648	0.66274	0.58206	0.5747	0.58232	0.62688	0.68676	0.55536	0.5907	
D	1.2748	1.0769	0.98694	0.85768	1.0561	0.84868	0.86718	0.93446	0.8902	0.90404	0.89688	0.8442	
E	1.379	1.4033	1.3336	1.3562	1.4422	1.523	0.9644	0.8601	0.86778	0.88774	0.87034	0.88344	
F	1.3042	1.3655	1.3673	1.2711	1.2869	1.1335	1.1115	0.89424	0.8965	0.94	0.84004	0.907	
G	1.2428	1.3632	1.3118	1.1397	1.3183	1.2737	0.86072	0.94148	0.94764	1.007	0.89732	1.0681	
H	1.3413	1.4094	1.4227	1.2122	1.3386	1.234	0.89326	1.0157	1.0246	1.0984	1.0592	1.0549	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.0959	0.80962	0.7658	0.93098	0.97938	0.59582	0.86392	0.72658	0.6798	0.80662	0.63548	0.75162	
B	1.3551	1.2469	1.2759	1.3646	1.2885	1.2371	0.96764	1.0067	1.083	1.0603	1.0365	0.89756	
C	0.78498	0.69074	0.65596	0.66246	0.65394	0.60192	0.59226	0.60416	0.65314	0.70744	0.57618	0.6188	
D	1.4537	1.1428	1.0431	0.90974	1.1397	0.9078	0.9046	0.94944	0.91346	0.9176	0.91996	0.84922	
E	1.4111	1.4302	1.374	1.4009	1.468	1.4552	0.97638	0.86074	0.8696	0.88698	0.86846	0.88444	
F	1.339	1.3884	1.4065	1.3105	1.3209	1.1702	1.1208	0.9025	0.90118	0.94624	0.8364	0.90336	
G	1.2832	1.4039	1.358	1.185	1.3667	1.3229	0.89506	0.9848	0.99018	1.0553	0.94508	1.1036	
H	1.3844	1.4405	1.453	1.2796	1.3828	1.2877	0.9324	1.0615	1.0605	1.1256	1.1048	1.0925	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.1382	0.8664	0.82542	0.94994	1.075	0.64054	0.90388	0.76648	0.7204	0.84754	0.67096	0.80086	
B	1.3901	1.3121	1.3194	1.3638	1.3712	1.2809	0.9873	1.0501	1.1224	1.092	1.0799	0.92842	
C	0.82482	0.7252	0.6869	0.69242	0.70258	0.62636	0.61614	0.62972	0.67638	0.72118	0.60184	0.646	
D	1.344	1.2269	1.0953	0.96506	1.2077	0.9641	0.9269	0.96388	0.93662	0.92666	0.93374	0.85562	
E	1.4475	1.4484	1.4083	1.4418	1.4848	1.3546	0.9853	0.85806	0.86354	0.87964	0.86686	0.88142	
F	1.3675	1.3971	1.4585	1.3475	1.3787	1.2041	1.1305	0.91176	0.90086	0.94312	0.83066	0.90134	
G	1.3326	1.4356	1.409	1.2384	1.4106	1.3654	0.92586	1.0259	1.0276	1.1048	0.98792	1.1349	
H	1.4246	1.4693	1.4783	1.3366	1.423	1.3406	0.97128	1.111	1.1017	1.1626	1.1516	1.1338	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.1898	0.92962	0.88724	0.92258	1.0835	0.6874	0.93976	0.80694	0.75738	0.88364	0.70604	0.83952	
B	1.4201	1.3511	1.3608	1.3972	1.3888	1.3187	1.0174	1.0881	1.1548	1.1235	1.119	0.95504	
C	0.86316	0.75954	0.71712	0.7172	0.74478	0.65112	0.63954	0.65202	0.6936	0.74176	0.62738	0.6727	
D	1.3814	1.2888	1.1643	1.0208	1.2628	1.023	0.9519	0.97466	0.95822	0.93648	0.94734	0.85038	
E	1.4629	1.4568	1.441	1.4712	1.4901	1.4513	1.0029	0.85492	0.8604	0.8782	0.86504	0.88206	
F	1.3759	1.4152	1.4946	1.3857	1.455	1.2399	1.1397	0.91574	0.90752	0.95416	0.83094	0.90154	
G	1.3811	1.4674	1.4505	1.2777	1.4423	1.3995	0.96256	1.0667	1.0677	1.1542	1.0285	1.1615	
H	1.4565	1.4947	1.5023	1.3837	1.4515	1.3846	1.0115	1.1533	1.1395	1.1901	1.1869	1.1754	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.2363	1.0051	0.95044	0.95292	1.1632	0.7418	0.96494	0.84208	0.78774	0.91202	0.74384	0.87744	
B	1.4395	1.387	1.3956	1.4324	1.3729	1.3621	1.0222	1.1136	1.1762	1.1419	1.1485	0.97656	
C	0.89778	0.79138	0.74526	0.74434	0.77764	0.67896	0.66496	0.6725	0.72044	0.76948	0.64952	0.6996	
D	1.4136	1.3466	1.2442	1.1031	1.3049	1.0768	0.96336	0.97784	0.964	0.94194	0.9518	0.8468	
E	1.4593	1.4664	1.4707	1.4983	1.4913	1.4822	1.0088	0.84782	0.85354	0.8773	0.86208	0.87818	
F	1.3738	1.4299	1.5067	1.4108	1.4874	1.3117	1.1417	0.91494	0.90448	0.95658	0.8252	0.89418	
G	1.4239	1.4901	1.4811	1.314	1.4747	1.4306	0.98326	1.0951	1.0924	1.1883	1.0527	1.1864	
H	1.4868	1.516	1.5219	1.4234	1.4777	1.4185	1.0354	1.1795	1.163	1.2307	1.2102	1.1893	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.2839	1.0742	1.0055	1.0485	1.1634	0.79684	0.99424	0.87902	0.82666	0.9394	0.78442	0.90858	
B	1.4558	1.4185	1.4159	1.4547	1.4222	1.3919	1.0326	1.1399	1.1981	1.1571	1.1717	0.99232	
C	0.93254	0.82992	0.77894	0.77216	0.81076	0.70312	0.70134	0.7102	0.74614	0.7868	0.67434	0.7247	
D	1.4448	1.3827	1.2972	1.1723	1.3469	1.1351	0.9746	0.97994	0.96928	0.93964	0.95666	0.84484	
E	1.464	1.4726	1.504	1.5178	1.4934	1.4983	1.0167	0.84914	0.85126	0.87306	0.85742	0.87544	
F	1.3756	1.4373	1.5087	1.4308	1.4996	1.4076	1.1474	0.91504	0.90504	0.95836	0.8181	0.88846	
G	1.4485	1.5082	1.512	1.3454	1.5021	1.458	1.0038	1.1196	1.1108	1.216	1.0778	1.2096	
H	1.5112	1.537	1.539	1.4587	1.5074	1.4548	1.06	1.2078	1.1879	1.2375	1.2308	1.2064	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3255	1.1176	1.0555	1.1936	1.1796	0.85686	1.018	0.90898	0.8636	0.96436	0.82982	0.93842	
B	1.4665	1.444	1.4455	1.4731	1.4371	1.4166	1.0543	1.1639	1.2203	1.173	1.1945	1.0059	
C	0.97364	0.86804	0.81404	0.80434	0.8509	0.73412	0.71322	0.72494	0.76736	0.8028	0.69494	0.7545	
D	1.471	1.4307	1.339	1.24	1.3871	1.2122	0.98648	0.9779	0.97198	0.94214	0.9559	0.83996	
E	1.4669	1.4711	1.5039	1.5295	1.4923	1.5073	1.0257	0.84068	0.84416	0.86902	0.85366	0.87242	
F	1.3905	1.4447	1.5057	1.4427	1.5012	1.4528	1.1517	0.91726	0.90496	0.9591	0.81372	0.88606	
G	1.4775	1.5265	1.5352	1.376	1.525	1.4795	1.0238	1.1399	1.1306	1.2415	1.0925	1.2436	
H	1.5293	1.5457	1.5503	1.4894	1.5183	1.4789	1.0921	1.2344	1.2017	1.2546	1.256	1.239	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3613	1.1028	1.1107	1.2138	1.2197	0.9181	1.0367	0.93546	0.90222	0.98494	0.87414	0.96856	
B	1.4744	1.4629	1.4681	1.4861	1.4555	1.4423	1.0749	1.1921	1.244	1.1963	1.2229	1.0128	
C	1.0116	0.9047	0.84772	0.83528	0.89278	0.76682	0.7367	0.7435	0.78344	0.82014	0.71986	0.78244	
D	1.4868	1.4619	1.3896	1.2915	1.4335	1.2669	0.99912	0.97664	0.98054	0.94708	0.9587	0.83196	
E	1.4669	1.4743	1.4859	1.54	1.4969	1.5125	1.0387	0.83812	0.84322	0.86564	0.85168	0.8698	
F	1.4112	1.449	1.5082	1.4525	1.5035	1.4708	1.1582	0.91952	0.90336	0.9601	0.81134	0.88004	
G	1.5067	1.5414	1.5617	1.4227	1.5484	1.5018	1.0652	1.1776	1.1721	1.2766	1.1242	1.2715	
H	1.5456	1.5502	1.5608	1.5133	1.5338	1.5034	1.1416	1.2583	1.2322	1.2753	1.2737	1.2599	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3798	1.2772	1.1622	1.2953	1.2592	0.98216	1.0567	0.96158	0.93722	1.0008	0.9125	0.9909	
B	1.4836	1.4803	1.4834	1.4872	1.4616	1.4557	1.083	1.214	1.2589	1.2149	1.2452	1.02	
C	1.0493	0.94202	0.87882	0.86148	0.93286	0.79754	0.7552	0.76288	0.80384	0.83598	0.74592	0.81306	
D	1.4976	1.4822	1.4296	1.3408	1.4632	1.3162	1.0057	0.97716	0.97732	0.94582	0.96178	0.82784	
E	1.4702	1.4797	1.485	1.549	1.5069	1.5173	1.0456	0.83904	0.84284	0.86212	0.84886	0.86716	
F	1.4206	1.4517	1.5038	1.4626	1.5045	1.4718	1.1633	0.91862	0.89774	0.95148	0.8051	0.87304	
G	1.5283	1.5488	1.5835	1.4437	1.566	1.5217	1.0909	1.2036	1.203	1.3068	1.1499	1.2919	
H	1.5598	1.5579	1.5679	1.5389	1.5374	1.5261	1.1711	1.2795	1.2557	1.3089	1.2924	1.2776	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3888	1.2223	1.21	1.3383	1.2637	1.0431	1.0681	0.98506	0.96692	1.0171	0.93878	1.0119	
B	1.4795	1.4836	1.4884	1.4869	1.4628	1.4703	1.1028	1.2272	1.2675	1.2231	1.2587	1.0228	
C	1.0848	0.97668	0.9162	0.88958	0.97472	0.8302	0.77566	0.78186	0.80534	0.84146	0.76882	0.8372	
D	1.501	1.4957	1.4694	1.3771	1.4827	1.3575	1.0144	0.97624	0.97498	0.94746	0.96158	0.8237	
E	1.471	1.4842	1.4868	1.5555	1.511	1.5178	1.0539	0.91934	0.83492	0.86004	0.84652	0.86632	
F	1.4253	1.4533	1.5038	1.4791	1.5045	1.4709	1.1663	0.91646	0.89232	0.95224	0.8027	0.87186	
G	1.5417	1.5539	1.5953	1.4712	1.5784	1.5358	1.1109	1.222	1.2193	1.3248	1.1642	1.3103	
H	1.5643	1.5562	1.5706	1.5558	1.54	1.543	1.1888	1.2928	1.2686	1.3097	1.3064	1.2906	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3961	1.2663	1.2614	1.3652	1.2982	1.097	1.0746	0.99448	0.98198	1.0211	0.9617	1.0251	
B	1.4795	1.4888	1.4877	1.4909	1.4649	1.4799	1.1005	1.2345	1.2711	1.2261	1.2639	1.0261	
C	1.1164	1.0167	0.94952	0.91728	1.0157	0.8634	0.79502	0.79978	0.81368	0.84426	0.7875	0.85442	
D	1.5063	1.5001	1.4914	1.4158	1.4934	1.4012	1.0159	0.97146	0.97562	0.94414	0.96086	0.81538	
E	1.4745	1.4824	1.4844	1.5599	1.5122	1.5161	1.0594	0.98326	0.83528	0.8566	0.84248	0.86116	
F	1.429	1.455	1.5039	1.4878	1.5058	1.4682	1.1644	0.91108	0.88702	0.9428	0.79782	0.87152	
G	1.5538	1.5553	1.6	1.4764	1.5886	1.5486	1.1145	1.2283	1.2244	1.3301	1.1769	1.3255	
H	1.5674	1.5574	1.5681	1.5709	1.5403	1.5577	1.1893	1.3	1.2761	1.3186	1.3115	1.3003	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.401	1.2991	1.2969	1.3817	1.3445	1.1321	1.0892	1.0145	1.0061	1.0346	0.98214	1.0384	
B	1.4838	1.4838	1.4916	1.496	1.4645	1.4803	1.1112	1.2521	1.2862	1.2464	1.2848	1.0342	
C	1.1525	1.0477	0.98228	0.94494	1.0536	0.8959	0.81608	0.81054	0.8167	0.85022	0.79632	0.86728	
D	1.5095	1.5023	1.5031	1.4522	1.4996	1.4368	1.0147	0.97086	0.9754	0.94444	0.95608	0.81104	
E	1.4756	1.4689	1.4916	1.5641	1.497	1.5188	1.0656	0.9694	0.83156	0.85296	0.83978	0.85982	
F	1.4357	1.4558	1.5061	1.4999	1.5074	1.4684	1.1676	0.90626	0.88286	0.93568	0.79376	0.86626	
G	1.5533	1.5557	1.5984	1.4934	1.5958	1.5553	1.1437	1.2532	1.2541	1.3477	1.2073	1.3349	
H	1.5641	1.5569	1.5675	1.5837	1.5373	1.5685	1.2186	1.3098	1.2951	1.3353	1.3208	1.3132	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.4046	1.3377	1.347	1.3902	1.3428	1.1775	1.0978	1.0269	1.0214	1.0429	0.99718	1.0516	
B	1.4879	1.4877	1.4891	1.4969	1.4659	1.4796	1.1323	1.2605	1.298	1.2528	1.2924	1.0573	
C	1.1882	1.086	1.0151	0.9742	1.0951	0.9271	0.82756	0.82078	0.81986	0.85518	0.8122	0.8751	
D	1.5155	1.5003	1.5145	1.4874	1.5087	1.4573	1.0144	0.9652	0.9719	0.93932	0.9528	0.81074	
E	1.4761	1.4629	1.4933	1.5594	1.483	1.5211	1.0722	1.0986	0.91498	0.84424	0.83516	0.85482	
F	1.4393	1.4599	1.5076	1.512	1.5081	1.4722	1.1711	0.89922	0.87654	0.92682	0.78598	0.9571	
G	1.5538	1.5556	1.5936	1.5095	1.5967	1.5627	1.1673	1.2657	1.267	1.3563	1.2161	1.3434	
H	1.5626	1.5572	1.5688	1.5962	1.5363	1.5766	1.2453	1.3192	1.3043	1.3439	1.3264	1.3253	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.4098	1.3652	1.3788	1.4033	1.3557	1.2329	1.1165	1.0373	1.0395	1.0657	1.0148	1.0649	
B	1.4801	1.4932	1.4911	1.4982	1.4696	1.4861	1.1485	1.2796	1.3095	1.2709	1.3106	1.0962	
C	1.223	1.1232	1.0492	1.0022	1.1343	0.96356	0.83774	0.82936	0.8188	0.85784	0.81932	0.8815	
D	1.5197	1.5002	1.5197	1.5103	1.517	1.4765	1.014	0.96012	0.96886	0.9386	0.94622	0.80282	
E	1.4792	1.4649	1.5017	1.5256	1.4851	1.5292	1.081	1.1509	0.99278	0.84536	0.8308	0.855	
F	1.4441	1.4628	1.5112	1.5255	1.5092	1.4738	1.1728	0.89704	0.8666	0.9239	0.786	1.1058	
G	1.5576	1.5574	1.6026	1.5203	1.6004	1.5673	1.2072	1.2863	1.2961	1.3729	1.247	1.3522	
H	1.5667	1.5626	1.5726	1.5983	1.5363	1.5844	1.2782	1.3283	1.3235	1.3611	1.3346	1.3434	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.411	1.3802	1.3932	1.4057	1.3597	1.2703	1.1207	1.0497	1.0499	1.0713	1.0297	1.0753	
B	1.4707	1.496	1.4954	1.4992	1.4712	1.4863	1.1603	1.2808	1.3134	1.2735	1.317	1.1169	
C	1.256	1.159	1.0821	1.0292	1.1752	0.99452	0.85016	0.83058	0.82026	0.85668	0.8224	0.8858	
D	1.5231	1.4951	1.5209	1.519	1.5245	1.4853	1.0161	0.95596	0.96534	0.93256	0.94536	0.79984	
E	1.4793	1.467	1.5048	1.4654	1.4855	1.5309	1.0885	1.1472	1.0744	0.84876	0.82956	0.85536	
F	1.4493	1.4662	1.5126	1.5302	1.5113	1.4761	1.1787	0.88794	0.86238	0.91864	0.78004	1.17	
G	1.5511	1.5552	1.5991	1.5236	1.5985	1.5618	1.2084	1.2931	1.303	1.3757	1.2552	1.36	
H	1.5673	1.5618	1.5729	1.5689	1.5334	1.5832	1.2754	1.3317	1.3259	1.3642	1.3374	1.3417	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.4123	1.3843	1.4003	1.409	1.3622	1.3126	1.1251	1.0586	1.0571	1.0773	1.0366	1.0851	
B	1.4669	1.4987	1.4955	1.481	1.4721	1.4897	1.1728	1.2858	1.3204	1.276	1.322	1.1264	
C	1.2879	1.1893	1.1107	1.0541	1.2144	1.0246	0.8484	0.83256	0.81696	0.85292	0.82524	0.88704	
D	1.524	1.4868	1.5189	1.5243	1.5287	1.4942	1.0125	0.94624	0.96254	0.9251	0.939	0.7965	
E	1.4812	1.468	1.5051	1.4835	1.4832	1.5226	1.0908	1.1457	1.1636	0.84146	0.8253	0.8415	
F	1.4515	1.4667	1.5137	1.5268	1.5122	1.4769	1.1771	0.87872	0.85506	0.90246	0.77418	1.1685	
G	1.5531	1.558	1.6009	1.5107	1.6005	1.562	1.2212	1.3023	1.3132	1.3802	1.2655	1.3675	
H	1.5652	1.5646	1.5752	1.5644	1.5326	1.5819	1.2892	1.3378	1.333	1.3683	1.3438	1.3441	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.4134	1.3918	1.4086	1.4166	1.3694	1.3438	1.1426	1.069	1.0726	1.1021	1.0497	1.0966	
B	1.4665	1.4982	1.4972	1.4765	1.4734	1.4948	1.2066	1.3037	1.3288	1.296	1.336	1.1554	
C	1.3199	1.2288	1.1431	1.0774	1.2515	1.0552	0.85132	0.83318	0.81666	0.85366	0.82756	0.98076	
D	1.5262	1.4919	1.5162	1.5277	1.524	1.5018	1.0211	0.93798	0.952	0.918	0.93008	0.79162	
E	1.4822	1.473	1.5083	1.4823	1.4842	1.5208	1.1023	1.1441	1.1624	0.84092	0.8256	0.83916	
F	1.455	1.4678	1.5156	1.5229	1.512	1.4805	1.1759	0.86466	0.84352	0.89384	0.7685	1.1679	
G	1.5552	1.5629	1.6064	1.5012	1.6003	1.5632	1.2652	1.318	1.3358	1.39	1.2934	1.3732	
H	1.5654	1.5667	1.5766	1.5712	1.5325	1.5831	1.3206	1.3416	1.3479	1.3805	1.3511	1.3533	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.4089	1.3964	1.4123	1.4174	1.3711	1.3592	1.146	1.0756	1.0825	1.1009	1.0565	1.111	
