<>	1	2	3	4	5	6	7	8	9	10	11	12	
B	0.23244	0.37306	0.56802	0.28346	0.44902	0.3684	0.47782	0.31314	0.25756	0.28664	0.26346	0.38508	
C	0.24946	0.27226	0.45478	0.29766	0.39376	0.30892	0.48048	0.30154	0.25494	0.29516	0.2827	0.42912	
D	0.2382	0.30958	0.45748	0.27032	0.40226	0.30642	0.4899	0.29986	0.26352	0.29544	0.2837	0.40548	
E	0.39062	0.6089	0.69084	0.35266	0.54712	0.51588	0.80384	0.40924	0.4831	0.3275	0.48862	0.70712	
F	0.40034	0.65212	0.6474	0.28972	0.54034	0.49812	0.80994	0.38192	0.47216	0.30188	0.48866	0.65554	
G	0.40052	0.61136	0.71602	0.33172	0.55704	0.45618	0.8313	0.3892	0.5049	0.34616	0.51406	0.6638	
H	0.40452	0.64416	0.71428	0.33888	0.61106	0.50626	0.79218	0.4127	0.49124	0.3096	0.47208	0.67402	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.2342	0.26012	0.45832	0.28618	0.40078	0.33324	0.4681	0.28914	0.26668	0.26786	0.27492	0.42902	
B	0.22972	0.39186	0.61464	0.3036	0.45554	0.40156	0.51262	0.31748	0.25884	0.286	0.26286	0.42462	
C	0.24798	0.27708	0.46258	0.30794	0.41482	0.32102	0.49456	0.30592	0.25378	0.29376	0.2805	0.46144	
D	0.23744	0.3167	0.47308	0.2719	0.428	0.31692	0.50664	0.30592	0.26282	0.29162	0.2817	0.4381	
E	0.39914	0.65394	0.72802	0.38238	0.59164	0.53962	0.86078	0.42808	0.5033	0.33292	0.50568	0.77	
F	0.40972	0.70114	0.73624	0.29344	0.57926	0.52008	0.86932	0.3964	0.50404	0.30888	0.52282	0.7142	
G	0.40574	0.66	0.7278	0.3535	0.61384	0.48046	0.8884	0.40784	0.52402	0.34958	0.54076	0.73064	
H	0.41326	0.69648	0.75872	0.38826	0.69114	0.52562	0.85026	0.43046	0.52554	0.3191	0.49684	0.74572	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.23426	0.26952	0.4795	0.31574	0.41904	0.32798	0.4833	0.2902	0.2664	0.26876	0.2747	0.46072	
B	0.22816	0.38784	0.63882	0.3172	0.4763	0.42856	0.54782	0.31876	0.25794	0.28634	0.26534	0.45908	
C	0.25136	0.28688	0.47752	0.33984	0.43222	0.3238	0.50626	0.31218	0.254	0.29404	0.28022	0.48956	
D	0.23696	0.33474	0.49432	0.27372	0.45116	0.33574	0.52036	0.31078	0.26098	0.2939	0.28304	0.47986	
E	0.4069	0.70722	0.75958	0.44648	0.64592	0.56296	0.89952	0.44896	0.5294	0.34062	0.5312	0.83532	
F	0.41664	0.78498	0.77444	0.34456	0.63102	0.53694	0.91228	0.41438	0.53064	0.31754	0.55306	0.7784	
G	0.4141	0.7015	0.75354	0.4036	0.67292	0.50396	0.92602	0.42514	0.5481	0.35902	0.57428	0.80022	
H	0.42092	0.75148	0.79344	0.41524	0.77804	0.54402	0.8879	0.44888	0.55684	0.32704	0.52426	0.81678	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.23506	0.2906	0.51672	0.3263	0.42864	0.34806	0.50238	0.2956	0.26706	0.27142	0.2745	0.488	
B	0.22888	0.44436	0.64278	0.33522	0.49718	0.46176	0.55594	0.32616	0.25834	0.2882	0.2645	0.48684	
C	0.24816	0.30406	0.49378	0.3379	0.43976	0.3466	0.52016	0.32078	0.25444	0.29552	0.28158	0.50398	
D	0.23874	0.35834	0.53376	0.27656	0.47022	0.33344	0.53308	0.3181	0.2611	0.29514	0.28398	0.49058	
E	0.41716	0.78816	0.81362	0.4934	0.70832	0.5723	0.8922	0.46454	0.56452	0.34962	0.564	0.89452	
F	0.42314	0.87304	0.78216	0.36368	0.69778	0.55802	0.94466	0.42708	0.56248	0.3281	0.57928	0.84118	
G	0.42396	0.78006	0.81356	0.4552	0.7382	0.52516	0.95808	0.43586	0.5742	0.36708	0.60596	0.86196	
H	0.42706	0.82356	0.86868	0.46454	0.84946	0.57774	0.92578	0.46432	0.5888	0.33528	0.5549	0.8783	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.23244	0.3039	0.55982	0.32856	0.44202	0.38628	0.51874	0.30146	0.26566	0.27002	0.27312	0.50044	
B	0.2275	0.47128	0.6445	0.35928	0.5108	0.49892	0.56884	0.32646	0.25642	0.28712	0.26296	0.52306	
C	0.24918	0.34258	0.51656	0.3547	0.45252	0.34156	0.5336	0.3278	0.25626	0.29522	0.2805	0.51038	
D	0.23898	0.39118	0.5747	0.27646	0.48404	0.37028	0.54798	0.32282	0.26034	0.29484	0.28166	0.49294	
E	0.4346	0.86336	0.88856	0.53252	0.73982	0.59412	0.94106	0.48358	0.6096	0.35998	0.60706	0.93344	
F	0.43988	0.94352	0.83476	0.41048	0.73458	0.58396	0.96468	0.44348	0.58192	0.33546	0.60202	0.87538	
G	0.44808	0.85238	0.85854	0.49756	0.7793	0.54738	0.98936	0.45382	0.6168	0.379	0.63116	0.90606	
H	0.44464	0.916	0.91924	0.50148	0.9004	0.61684	0.94934	0.4797	0.62486	0.34606	0.59692	0.92246	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.23238	0.31838	0.60188	0.327	0.45652	0.39808	0.53806	0.30248	0.26418	0.26668	0.27436	0.50148	
B	0.22672	0.50586	0.64698	0.39262	0.53318	0.53446	0.58452	0.33356	0.25842	0.28762	0.26392	0.55938	
C	0.24764	0.37016	0.54808	0.37812	0.46924	0.37402	0.54858	0.3272	0.25524	0.29396	0.2815	0.52192	
D	0.23814	0.41306	0.6115	0.27734	0.4973	0.39854	0.56096	0.32592	0.26074	0.29428	0.28274	0.50162	
E	0.4494	0.91442	0.90854	0.57074	0.77582	0.61946	0.96052	0.5027	0.67032	0.37048	0.66764	0.95506	
F	0.45218	0.99102	0.83828	0.45778	0.78646	0.61394	0.99882	0.45486	0.61456	0.34572	0.6447	0.91	
G	0.46574	0.90594	0.9025	0.53236	0.81032	0.5848	1.0174	0.47226	0.66728	0.38466	0.67188	0.93726	
H	0.4582	0.97938	0.91554	0.5443	0.94262	0.66032	0.98288	0.503	0.66404	0.35478	0.65076	0.95904	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.22782	0.35232	0.63286	0.35044	0.4716	0.4083	0.5536	0.30788	0.26614	0.26694	0.27256	0.51062	
B	0.22514	0.54702	0.65056	0.42996	0.54374	0.57406	0.59894	0.33744	0.25826	0.2856	0.26436	0.58766	
C	0.24644	0.37094	0.57342	0.4289	0.48358	0.39698	0.56268	0.33742	0.25472	0.29336	0.27992	0.53474	
D	0.23762	0.43374	0.64384	0.28866	0.50014	0.42474	0.5729	0.3253	0.26112	0.29416	0.27978	0.51312	
E	0.45762	0.95904	0.93634	0.59988	0.80914	0.64676	0.96708	0.51982	0.73192	0.38042	0.73622	0.99694	
F	0.46896	1.0361	0.90152	0.50066	0.83026	0.65576	1.0273	0.47302	0.6561	0.36154	0.69622	0.95352	
G	0.48156	0.95382	0.93038	0.56724	0.84292	0.63306	1.0436	0.48716	0.72866	0.4005	0.71616	0.99144	
H	0.46556	1.0281	0.91322	0.57212	0.9894	0.72496	1.0095	0.5226	0.70542	0.3673	0.71808	1.0117	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.22788	0.37158	0.65924	0.37212	0.4813	0.431	0.57424	0.3126	0.2656	0.26748	0.2748	0.52416	
B	0.22476	0.58632	0.65726	0.46946	0.54922	0.60138	0.61164	0.34344	0.25776	0.28402	0.26304	0.62822	
C	0.24276	0.41644	0.6049	0.47494	0.4952	0.42672	0.57534	0.3438	0.2522	0.29314	0.28088	0.54696	
D	0.23302	0.45532	0.6653	0.27472	0.5109	0.45426	0.58604	0.3326	0.26014	0.29096	0.2813	0.52776	
E	0.47178	0.99632	0.9667	0.6302	0.8468	0.67032	0.98482	0.54388	0.79704	0.39444	0.79836	1.0116	
F	0.48554	1.0688	0.92608	0.542	0.87104	0.6848	1.043	0.48666	0.70494	0.36976	0.74926	0.96344	
G	0.50614	0.99264	0.98866	0.59884	0.88158	0.68526	1.0691	0.51016	0.79478	0.41298	0.75414	1.0109	
H	0.4822	1.0664	0.90954	0.6114	1.0128	0.76208	1.036	0.55216	0.7563	0.37788	0.77198	1.032	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.22884	0.39358	0.67948	0.4104	0.49216	0.47214	0.59604	0.32142	0.26362	0.2704	0.27296	0.5373	
B	0.22344	0.62584	0.66944	0.51764	0.56212	0.61388	0.63598	0.35052	0.25544	0.28452	0.26244	0.65028	
C	0.24178	0.44922	0.6317	0.51696	0.51046	0.4522	0.5883	0.35182	0.25336	0.29412	0.28034	0.55736	
D	0.23238	0.49634	0.67878	0.28944	0.51932	0.49602	0.59766	0.34048	0.2598	0.29038	0.27838	0.53976	
E	0.492	1.0285	0.99202	0.68162	0.88568	0.6961	1.01	0.5693	0.86318	0.40844	0.8432	1.0354	
F	0.50338	1.0995	0.96944	0.57396	0.89146	0.71814	1.0701	0.50664	0.7647	0.38638	0.80126	0.98824	
G	0.5319	1.0243	0.98248	0.63854	0.91512	0.74104	1.0949	0.53654	0.86038	0.42652	0.79628	1.0487	
H	0.50008	1.0994	0.83818	0.66264	1.0385	0.8065	1.0641	0.59086	0.81524	0.3928	0.83172	1.066	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.22714	0.42704	0.6945	0.4773	0.50908	0.50472	0.61982	0.3271	0.26484	0.26698	0.27262	0.54882	
B	0.22516	0.6604	0.68084	0.5473	0.58118	0.64096	0.68262	0.35872	0.25684	0.28322	0.26452	0.61296	
C	0.24052	0.49122	0.65472	0.54828	0.52454	0.49174	0.6033	0.36122	0.25374	0.29096	0.2796	0.56466	
D	0.23202	0.54004	0.69556	0.31484	0.53668	0.51972	0.60584	0.3507	0.25984	0.29238	0.28012	0.55242	
E	0.51672	1.049	1.0015	0.72562	0.9271	0.71616	1.0353	0.60356	0.91276	0.42304	0.87214	1.0385	
F	0.5241	1.1227	0.9697	0.607	0.927	0.73774	1.1019	0.53192	0.83196	0.40426	0.8398	0.99078	
G	0.56102	1.0452	0.99482	0.6829	0.94744	0.77548	1.1114	0.57306	0.90492	0.44028	0.80994	1.0416	
H	0.53316	1.1306	0.84414	0.7112	1.057	0.83794	1.0848	0.64248	0.87082	0.40744	0.86734	1.0611	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.22598	0.46162	0.70558	0.5252	0.52436	0.53584	0.64096	0.33896	0.2634	0.26548	0.26926	0.5566	
B	0.2228	0.68658	0.69042	0.57646	0.59516	0.66494	0.71546	0.35948	0.2543	0.2836	0.26332	0.62116	
C	0.2405	0.52506	0.66912	0.57566	0.5363	0.53004	0.62136	0.37134	0.25256	0.28968	0.27824	0.57032	
D	0.22934	0.57994	0.70664	0.33212	0.55026	0.57604	0.61552	0.35638	0.25932	0.29114	0.28092	0.56346	
E	0.53534	1.0709	1.0255	0.77588	0.95174	0.73762	1.0676	0.64628	0.95508	0.43716	0.89302	1.0508	
F	0.54558	1.1462	1.0009	0.63838	0.93984	0.76056	1.1253	0.56086	0.89062	0.4246	0.86572	1.0082	
G	0.57348	1.0699	0.99312	0.7394	0.96546	0.80716	1.1398	0.61442	0.95018	0.45986	0.83502	1.0544	
H	0.5489	1.1518	0.85686	0.76908	1.0731	0.85736	1.116	0.69994	0.92166	0.42134	0.89782	1.0766	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.22566	0.50412	0.71682	0.55596	0.52556	0.5602	0.66196	0.34772	0.26428	0.26518	0.27196	0.56028	
B	0.2237	0.70862	0.70092	0.60132	0.6022	0.68874	0.7377	0.36666	0.25676	0.28242	0.263	0.61358	
C	0.23998	0.56288	0.67742	0.5949	0.54466	0.57196	0.63926	0.37492	0.25244	0.2895	0.27746	0.5743	
D	0.23	0.61648	0.71044	0.3476	0.55864	0.60124	0.62818	0.35938	0.25928	0.28842	0.27826	0.57058	
E	0.5538	1.1111	1.047	0.84114	0.97146	0.76916	1.107	0.7009	1.0061	0.45554	0.91846	1.0849	
F	0.56152	1.1833	1.0206	0.67918	0.95646	0.80514	1.1333	0.59604	0.94808	0.44132	0.8949	1.0451	
G	0.59204	1.1058	1.0365	0.79694	0.98378	0.86196	1.1694	0.66232	1.0093	0.47976	0.84148	1.093	
H	0.55806	1.183	0.89318	0.83878	1.1102	0.9179	1.1388	0.76914	0.9699	0.43568	0.91306	1.1181	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.2227	0.5462	0.72932	0.565	0.51514	0.59166	0.6861	0.3483	0.26316	0.26596	0.27052	0.56264	
B	0.22344	0.72232	0.70976	0.61522	0.60678	0.70544	0.75618	0.3669	0.25434	0.28184	0.26324	0.6296	
C	0.23816	0.60166	0.69528	0.61676	0.54012	0.59328	0.6655	0.38002	0.2524	0.29074	0.27852	0.57596	
D	0.22684	0.64814	0.7246	0.36754	0.55322	0.62316	0.6478	0.36406	0.25862	0.28878	0.2777	0.57668	
E	0.57346	1.1387	1.0612	0.89474	1.0073	0.78412	1.1326	0.76694	1.0547	0.47634	0.93284	1.1523	
F	0.5814	1.2105	1.0498	0.74406	0.97634	0.84194	1.1498	0.63582	0.9967	0.46718	0.89176	1.0977	
G	0.61468	1.1371	1.0466	0.85814	1.0189	0.92424	1.1861	0.72274	1.0579	0.4974	0.85018	1.1558	
H	0.5792	1.2093	0.85882	0.90632	1.1272	0.9791	1.1524	0.84282	1.0164	0.45412	0.9116	1.1799	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.22358	0.58788	0.73706	0.58644	0.52552	0.6509	0.69934	0.3543	0.26216	0.26696	0.26984	0.5687	
B	0.22192	0.72984	0.71818	0.64068	0.62092	0.71772	0.77424	0.3696	0.25398	0.28212	0.26064	0.634	
C	0.23582	0.63236	0.70366	0.63876	0.55788	0.6312	0.6896	0.38326	0.25164	0.29032	0.27836	0.57948	
D	0.2287	0.6785	0.7328	0.40216	0.56352	0.64812	0.6707	0.36858	0.25824	0.28808	0.27936	0.58772	
E	0.59964	1.1574	1.0746	0.9352	1.0303	0.80408	1.1496	0.82966	1.0865	0.49604	0.93624	1.1593	
F	0.60426	1.2276	1.0576	0.80258	0.99864	0.85612	1.1675	0.68764	1.039	0.49318	0.9013	1.1119	
G	0.63422	1.156	1.0562	0.9159	1.0364	0.95394	1.2048	0.77802	1.0905	0.5234	0.85834	1.1784	
H	0.60102	1.229	0.90364	0.96252	1.1493	1.0069	1.1691	0.89624	1.0587	0.4719	0.90968	1.1975	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.22278	0.62408	0.7444	0.6347	0.5523	0.6544	0.7152	0.36642	0.2627	0.26536	0.27082	0.5779	
B	0.22272	0.75876	0.7256	0.66226	0.62998	0.7306	0.78536	0.37548	0.25464	0.28182	0.26132	0.64794	
C	0.23728	0.65498	0.71388	0.66028	0.56888	0.64626	0.70642	0.3847	0.25224	0.29162	0.27726	0.58556	
D	0.22762	0.7009	0.74288	0.45152	0.59216	0.66286	0.69326	0.37188	0.25692	0.28924	0.27854	0.59758	
E	0.62326	1.1679	1.0648	0.95614	1.0489	0.80778	1.1479	0.8684	1.1045	0.53566	0.93542	1.1555	
F	0.6304	1.2372	1.0609	0.8696	1.0392	0.85396	1.1733	0.73664	1.0743	0.51962	0.90414	1.1107	
G	0.64942	1.1693	1.0533	0.95408	1.0754	0.97108	1.2187	0.81956	1.1053	0.54416	0.86822	1.1765	
H	0.62384	1.2454	0.90116	1.0034	1.1568	1.0176	1.1725	0.92882	1.0894	0.49774	0.91748	1.1921	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.22308	0.65618	0.75168	0.6421	0.5709	0.67084	0.72598	0.37192	0.26152	0.26208	0.27028	0.58442	
B	0.22362	0.76382	0.73722	0.67632	0.64054	0.73312	0.7975	0.3779	0.25512	0.28172	0.2606	0.65618	
C	0.23716	0.6811	0.7233	0.6854	0.58958	0.6594	0.72316	0.38744	0.25348	0.29044	0.27732	0.59078	
D	0.22754	0.72616	0.75372	0.5028	0.61974	0.68796	0.70686	0.37248	0.2574	0.28862	0.27676	0.60994	
E	0.6449	1.1781	1.0717	0.97174	1.0651	0.82728	1.1544	0.9017	1.1271	0.55054	0.93344	1.168	
F	0.65394	1.2438	1.0431	0.92246	1.0709	0.87122	1.1923	0.78524	1.1051	0.54978	0.90798	1.1251	
G	0.6747	1.1835	1.1065	0.98294	1.0946	0.9972	1.2341	0.85862	1.1257	0.5727	0.87542	1.1819	
H	0.64552	1.2585	0.94776	1.0366	1.1721	1.0393	1.1871	0.95784	1.1189	0.51954	0.9235	1.196	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.22338	0.68556	0.76268	0.65468	0.58734	0.69396	0.73884	0.37606	0.2619	0.26462	0.2699	0.59354	
B	0.226	0.77718	0.74506	0.70004	0.6459	0.74288	0.80728	0.37328	0.25494	0.28322	0.26132	0.67216	
C	0.23656	0.70026	0.73702	0.69732	0.6041	0.68456	0.73418	0.389	0.25148	0.28794	0.27518	0.59726	
D	0.22644	0.73558	0.761	0.53098	0.63296	0.7099	0.72886	0.3769	0.25944	0.28736	0.27706	0.62228	
E	0.67132	1.1919	1.0782	0.98792	1.0858	0.84754	1.1555	0.92744	1.1474	0.57654	0.93962	1.1848	
F	0.68328	1.2578	1.0934	0.96558	1.0885	0.89734	1.2026	0.82164	1.1321	0.5773	0.9141	1.1465	
G	0.70932	1.1951	1.1523	1.0042	1.1133	1.0239	1.2378	0.88626	1.1535	0.59716	0.88414	1.2018	
H	0.67378	1.2691	1.0561	1.0611	1.1927	1.0737	1.1879	0.98266	1.1425	0.5449	0.92476	1.2133	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.22454	0.71002	0.76726	0.66336	0.58774	0.71968	0.75788	0.38306	0.26148	0.26402	0.26916	0.59536	
B	0.22614	0.78958	0.75284	0.71398	0.65014	0.7484	0.812	0.37512	0.2556	0.2808	0.26226	0.68086	
C	0.23496	0.71632	0.74256	0.70824	0.60288	0.70568	0.74844	0.39266	0.25264	0.28614	0.27624	0.60038	
D	0.22558	0.74302	0.76782	0.56616	0.63488	0.73586	0.7423	0.3806	0.26008	0.2886	0.27758	0.62718	
E	0.69522	1.2062	1.0927	0.99208	1.1016	0.85968	1.1648	0.94692	1.1665	0.60118	0.94806	1.2024	
F	0.71	1.27	1.0691	0.99818	1.1011	0.91746	1.2096	0.84924	1.1549	0.61238	0.91358	1.168	
G	0.74142	1.2068	1.176	1.0218	1.1292	1.0509	1.2511	0.9062	1.1666	0.62622	0.8911	1.2257	
H	0.69964	1.2828	1.0812	1.0821	1.2073	1.1074	1.2053	1.0004	1.161	0.56868	0.93242	1.2389	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.22234	0.73498	0.77656	0.68256	0.59656	0.7416	0.76424	0.38442	0.2629	0.26304	0.26894	0.60966	
B	0.22568	0.80432	0.77096	0.73554	0.66398	0.76198	0.82082	0.37586	0.25534	0.28132	0.26216	0.70344	
C	0.23526	0.7337	0.75468	0.73136	0.629	0.7323	0.76758	0.39702	0.25266	0.28768	0.27606	0.6164	
D	0.22572	0.75086	0.77466	0.59114	0.6478	0.75724	0.7614	0.3796	0.2568	0.28776	0.2761	0.6416	
E	0.72818	1.2209	1.1058	1.032	1.1209	0.93358	1.1871	0.9727	1.2005	0.62196	0.96964	1.2297	
F	0.75246	1.2849	1.0927	1.0423	1.1207	1.0047	1.2142	0.88872	1.178	0.63274	0.9177	1.192	
G	0.7768	1.2272	1.1816	1.0637	1.1471	1.1163	1.2443	0.93388	1.2038	0.6597	0.8934	1.2458	
H	0.7336	1.3008	1.1174	1.1257	1.2289	1.1747	1.2166	1.0209	1.1829	0.59536	0.9429	1.26	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	0.22174	0.75044	0.7839	0.70558	0.60378	0.76968	0.7716	0.39158	0.26362	0.26444	0.2714	0.62044	
B	0.22612	0.81994	0.78936	0.75516	0.67308	0.7683	0.82658	0.37832	0.25434	0.28072	0.26286	0.72708	
C	0.23614	0.74244	0.76842	0.74786	0.63702	0.7565	0.77952	0.40044	0.25402	0.28802	0.2765	0.6307	
D	0.2259	0.76644	0.7833	0.61144	0.64748	0.7768	0.77354	0.38212	0.2595	0.2872	0.27714	0.65966	
E	0.76036	1.2358	1.1255	1.0498	1.14	0.96612	1.1926	0.99866	1.2245	0.64616	0.97866	1.2715	
F	0.78684	1.2992	1.0636	1.0796	1.1412	1.0372	1.2209	0.92326	1.1985	0.66528	0.92652	1.2276	
G	0.8046	1.2409	1.1703	1.0892	1.1699	1.1692	1.2526	0.95414	1.2297	0.68242	0.89294	1.2733	
H	0.7644	1.3109	1.1249	1.1585	1.2502	1.2197	1.2277	1.0389	1.203	0.619	0.94958	1.2896													
