<>	1	2	3	4	5	6	7	8	9	10	11	12	
B	1.1357	1.2041	1.1143	1.2246	0.10808	0.10728	0.1088	0.10818	0.10676	0.10974	0.1045	0.1068	
C	1.136	1.2013	1.2996	1.2644	0.109	0.1103	0.10674	0.10604	0.10694	0.11204	0.106	0.10868	
D	1.1887	1.2215	1.1535	1.2154	0.10856	0.10786	0.10412	0.10656	0.10532	0.11082	0.106	0.10506	
E	0.69992	0.62488	0.68016	0.6716	0.10694	0.10756	0.1077	0.10726	0.10692	0.10796	0.10898	0.10468	
F	0.70338	0.64582	0.70178	0.70182	0.1101	0.1096	0.10642	0.10734	0.1062	0.11124	0.10712	0.10556	
G	0.73264	0.71702	0.73454	0.73732	0.11918	0.11504	0.11548	0.12064	0.11238	0.10866	0.10794	0.10454	
H	0.7494	0.6803	0.6699	0.7049	0.1055	0.10952	0.10566	0.10688	0.10744	0.11012	0.10784	0.1079	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3	1.2098	1.1608	1.268	0.10694	0.10996	0.10582	0.10746	0.1066	0.10794	0.10668	0.10512	
B	1.1838	1.2584	1.1227	1.2736	0.10818	0.10734	0.10878	0.10822	0.10672	0.1098	0.1045	0.10688	
C	1.1334	1.2569	1.2337	1.2829	0.10894	0.11026	0.10676	0.10592	0.10702	0.11192	0.10606	0.10852	
D	1.2352	1.2721	1.1937	1.2624	0.10862	0.10776	0.1042	0.10666	0.10514	0.11084	0.106	0.10504	
E	0.75286	0.66504	0.7274	0.7241	0.1071	0.1077	0.10774	0.1073	0.10704	0.10818	0.10916	0.10466	
F	0.7556	0.68892	0.75292	0.75938	0.11024	0.10948	0.1067	0.10754	0.10634	0.1113	0.10718	0.10566	
G	0.79182	0.77236	0.7932	0.79248	0.1194	0.11508	0.1157	0.12076	0.11268	0.10872	0.10794	0.10462	
H	0.80132	0.71986	0.71026	0.75016	0.10564	0.10952	0.10586	0.10694	0.10754	0.11032	0.108	0.10798	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3306	1.244	1.1263	1.3111	0.10708	0.10996	0.10592	0.10762	0.1068	0.10796	0.10674	0.10514	
B	1.2254	1.2982	1.1577	1.3344	0.1082	0.10736	0.10874	0.1082	0.10672	0.10976	0.10454	0.10682	
C	1.1541	1.3034	1.3123	1.3448	0.10896	0.11028	0.10684	0.10606	0.10702	0.11206	0.10608	0.10864	
D	1.2735	1.3193	1.2566	1.3042	0.1086	0.10794	0.10406	0.10672	0.10524	0.11084	0.10604	0.10516	
E	0.80676	0.71534	0.77964	0.76422	0.10732	0.10766	0.1078	0.10728	0.1071	0.10824	0.10914	0.10484	
F	0.79234	0.7347	0.80854	0.84706	0.1102	0.1095	0.10656	0.10736	0.10632	0.11136	0.10716	0.10566	
G	0.86188	0.83478	0.84884	0.86132	0.11942	0.11502	0.11574	0.12084	0.11258	0.1087	0.10786	0.10458	
H	0.8613	0.75786	0.75326	0.81062	0.10566	0.1093	0.10584	0.10694	0.10744	0.11024	0.10786	0.10786	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3619	1.2709	1.1699	1.3406	0.1071	0.10992	0.10594	0.10762	0.10646	0.10796	0.10654	0.10508	
B	1.2669	1.3278	1.1995	1.3652	0.1083	0.10734	0.1087	0.10828	0.10686	0.10976	0.10454	0.1068	
C	1.1527	1.3142	1.3548	1.2559	0.10908	0.11016	0.10674	0.10592	0.1069	0.11202	0.106	0.10856	
D	1.313	1.3529	1.1385	1.3388	0.10876	0.10784	0.1042	0.10668	0.10526	0.11086	0.106	0.10508	
E	0.8795	0.76466	0.85034	0.80416	0.1072	0.10754	0.10776	0.10722	0.10698	0.10826	0.10914	0.10482	
F	0.86566	0.80524	0.85688	0.89608	0.11012	0.10958	0.10662	0.10726	0.10622	0.11122	0.1071	0.10566	
G	0.95938	0.91738	0.92472	0.93728	0.11956	0.11504	0.116	0.12076	0.11254	0.10866	0.10796	0.10452	
H	0.95276	0.80684	0.80936	0.88044	0.10566	0.1094	0.10578	0.10688	0.10754	0.11026	0.108	0.108	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.3922	1.3047	1.4139	1.3764	0.10686	0.10984	0.10584	0.10744	0.10648	0.10782	0.10634	0.10492	
B	1.3131	1.3688	1.2438	1.3974	0.10802	0.1072	0.10866	0.10804	0.10656	0.10968	0.10444	0.10672	
C	1.0623	1.3502	1.3834	1.4741	0.10874	0.11012	0.10676	0.10582	0.10686	0.11186	0.10584	0.10842	
D	1.3533	1.3802	1.0452	1.3689	0.10854	0.1078	0.104	0.10646	0.1051	0.11074	0.10588	0.1049	
E	1.0002	0.81044	0.93208	0.85006	0.10688	0.10738	0.1076	0.107	0.10674	0.10788	0.1089	0.10468	
F	1.0006	0.85224	0.96246	0.97316	0.11006	0.10932	0.10638	0.10714	0.106	0.11112	0.10684	0.1052	
G	1.0259	1.0014	1.0425	1.0048	0.11904	0.11476	0.11552	0.12034	0.11222	0.10836	0.1076	0.10428	
H	0.99818	0.88026	0.86776	0.97364	0.10546	0.10922	0.10554	0.1067	0.1072	0.10994	0.10768	0.10756	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.4096	1.3257	1.2578	1.3979	0.10692	0.10986	0.10582	0.10746	0.10648	0.10772	0.1066	0.10504	
B	1.3305	1.3924	1.2633	1.4221	0.10802	0.1071	0.10864	0.10824	0.10666	0.10972	0.10442	0.10672	
C	1.2215	1.504	1.399	1.4519	0.1088	0.11002	0.10672	0.10582	0.10674	0.11174	0.10592	0.10838	
D	1.3844	1.4038	1.1619	1.3948	0.10872	0.10782	0.10406	0.10656	0.10518	0.1107	0.10584	0.10488	
E	1.016	0.8694	1.0284	0.92438	0.10692	0.10748	0.10752	0.10706	0.10674	0.1079	0.10904	0.10454	
F	1.0144	0.91812	1.0797	1.0494	0.11	0.10946	0.10644	0.10724	0.10618	0.11124	0.10712	0.1055	
G	1.0955	1.0717	1.0859	1.0801	0.11914	0.11482	0.11552	0.12042	0.11236	0.1086	0.10772	0.10446	
H	1.0565	1.0019	1.0253	1.0148	0.10552	0.10924	0.10564	0.10684	0.10736	0.11014	0.10778	0.10778	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.4245	1.3366	1.3774	1.4246	0.10688	0.10978	0.1059	0.1075	0.10646	0.10792	0.10644	0.1049	
B	1.3551	1.4134	1.2914	1.4404	0.1079	0.1071	0.10858	0.10804	0.10674	0.10948	0.10432	0.10676	
C	1.3196	1.5356	1.4174	1.4646	0.1089	0.10994	0.10666	0.10582	0.10684	0.1118	0.10578	0.10838	
D	1.4036	1.4214	1.2204	1.4146	0.10846	0.1077	0.10414	0.10638	0.10514	0.1107	0.10582	0.105	
E	1.068	0.97242	1.0184	1.0047	0.10702	0.10736	0.10756	0.10714	0.10674	0.10802	0.10902	0.1046	
F	1.0705	1.0381	1.1498	1.1254	0.10854	0.10942	0.1065	0.10734	0.1063	0.11126	0.10696	0.1055	
G	1.167	1.1387	1.1507	1.1433	0.11922	0.11494	0.11562	0.12052	0.11246	0.10856	0.10782	0.10438	
H	1.1109	1.034	1.0852	1.09	0.1055	0.1093	0.10572	0.10692	0.10746	0.11018	0.1078	0.10782	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.434	1.3641	1.432	1.4385	0.10694	0.10992	0.1058	0.10752	0.10652	0.10794	0.10656	0.10502	
B	1.3936	1.4296	1.3317	1.4549	0.10796	0.10704	0.10882	0.10814	0.10658	0.10966	0.10442	0.10678	
C	1.3796	1.4578	1.4364	1.509	0.10892	0.11014	0.10672	0.10584	0.10692	0.11188	0.10594	0.10858	
D	1.4221	1.4408	1.2302	1.4302	0.10854	0.10782	0.10392	0.10662	0.10518	0.11074	0.10588	0.10488	
E	1.0916	1.0675	1.0804	1.109	0.10704	0.10742	0.10768	0.1073	0.10688	0.1081	0.10906	0.10468	
F	1.1093	1.0382	1.1963	1.189	0.10858	0.10936	0.10656	0.10716	0.10616	0.11118	0.10704	0.10554	
G	1.2168	1.1816	1.2045	1.1983	0.1191	0.11476	0.11566	0.1204	0.1124	0.10852	0.10766	0.10444	
H	1.1601	1.1057	1.1452	1.1279	0.1056	0.10926	0.10568	0.10672	0.1073	0.11006	0.10786	0.1078	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.4446	1.3743	1.422	1.4403	0.10698	0.10996	0.10598	0.10752	0.10668	0.108	0.1066	0.10514	
B	1.41	1.4341	1.3568	1.4542	0.1081	0.10722	0.1087	0.1081	0.1067	0.10968	0.10434	0.10686	
C	1.3455	1.4986	1.4422	1.476	0.10896	0.11018	0.1069	0.10606	0.1069	0.11194	0.1061	0.10864	
D	1.4325	1.446	1.2246	1.4391	0.10886	0.10814	0.10438	0.10682	0.10544	0.11106	0.10628	0.10532	
E	1.1436	1.0955	1.1281	1.1	0.1073	0.10764	0.10768	0.10736	0.10698	0.10818	0.10908	0.1048	
F	1.163	1.1413	1.2403	1.2429	0.10864	0.10956	0.10676	0.1074	0.10648	0.11126	0.10704	0.10568	
G	1.2727	1.242	1.2522	1.253	0.11962	0.11534	0.11606	0.1209	0.1128	0.1088	0.1081	0.10476	
H	1.2111	1.1439	1.1647	1.1631	0.10606	0.1098	0.10616	0.1073	0.10768	0.1104	0.1082	0.10824	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.4481	1.3952	1.4185	1.4388	0.10716	0.11006	0.10604	0.10762	0.10648	0.1081	0.10674	0.10522	
B	1.4219	1.4353	1.3679	1.4524	0.10826	0.1075	0.10896	0.10848	0.10694	0.1098	0.10466	0.10708	
C	1.3236	1.4703	1.4412	1.4348	0.10904	0.1103	0.10702	0.10594	0.10694	0.11184	0.106	0.10864	
D	1.4387	1.4451	1.2261	1.44	0.10868	0.10794	0.10424	0.10666	0.10536	0.11098	0.10608	0.10504	
E	1.2024	1.1196	1.1595	1.1039	0.10722	0.10752	0.10784	0.10734	0.10688	0.10814	0.10912	0.10482	
F	1.2209	1.1878	1.2968	1.2943	0.1085	0.10934	0.10662	0.10724	0.10622	0.11128	0.10708	0.1055	
G	1.3262	1.3017	1.3026	1.3046	0.11924	0.11496	0.11554	0.12036	0.11244	0.1086	0.10762	0.10448	
H	1.2801	1.1932	1.2071	1.2194	0.10546	0.10936	0.10568	0.10682	0.10738	0.1101	0.1078	0.10782	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.4463	1.3958	1.4108	1.4388	0.10696	0.11012	0.10616	0.10758	0.10664	0.108	0.10698	0.10534	
B	1.4247	1.4349	1.3709	1.4509	0.10826	0.10762	0.1091	0.10828	0.10698	0.10974	0.10472	0.1072	
C	1.2784	1.4111	1.4409	1.4232	0.10908	0.11042	0.10708	0.10626	0.10702	0.11212	0.10616	0.10878	
D	1.4342	1.4423	1.2016	1.438	0.10876	0.10814	0.10436	0.10674	0.1056	0.11106	0.10616	0.10538	
E	1.2489	1.1317	1.2093	1.1458	0.10742	0.10776	0.10792	0.10754	0.10716	0.1083	0.10924	0.10494	
F	1.2636	1.1785	1.3483	1.344	0.10854	0.10968	0.10676	0.1076	0.10654	0.11148	0.10734	0.10572	
G	1.3757	1.3476	1.3454	1.3524	0.11942	0.11512	0.11586	0.12072	0.1126	0.10866	0.10798	0.10468	
H	1.3274	1.2375	1.2504	1.2619	0.10578	0.10968	0.10594	0.10716	0.10754	0.11042	0.10802	0.1082	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.4484	1.4107	1.4827	1.445	0.10674	0.10994	0.10586	0.10752	0.10644	0.10796	0.1066	0.10494	
B	1.4349	1.4384	1.3933	1.4542	0.10792	0.1074	0.10888	0.10836	0.10678	0.1096	0.10456	0.10692	
C	1.2942	1.4501	1.4402	1.4169	0.10888	0.11028	0.10674	0.10582	0.10676	0.11188	0.10596	0.1085	
D	1.4393	1.4541	1.2214	1.4425	0.1086	0.10802	0.10406	0.10666	0.1054	0.11094	0.10608	0.10496	
E	1.3041	1.2021	1.2616	1.207	0.1071	0.10758	0.10764	0.10732	0.10696	0.10822	0.10904	0.10484	
F	1.3137	1.2387	1.3881	1.3773	0.10846	0.10956	0.10662	0.1075	0.10626	0.11136	0.10716	0.10554	
G	1.4151	1.3844	1.3874	1.3976	0.1193	0.11492	0.11554	0.12048	0.11242	0.10858	0.10766	0.1045	
H	1.3662	1.2867	1.307	1.3122	0.10582	0.1096	0.1058	0.10708	0.10752	0.11034	0.1079	0.10796	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.4491	1.4233	1.6124	1.4441	0.1069	0.11024	0.10616	0.10764	0.10672	0.10822	0.10682	0.10524	
B	1.4316	1.441	1.3964	1.4647	0.10804	0.10754	0.10902	0.10842	0.10684	0.10962	0.1046	0.10712	
C	1.2955	1.4851	1.441	1.4016	0.10896	0.11038	0.10696	0.10612	0.10698	0.11196	0.10608	0.10882	
D	1.4363	1.4533	1.2138	1.4401	0.10858	0.10818	0.1042	0.1067	0.10544	0.11106	0.10624	0.10522	
E	1.3422	1.245	1.2947	1.2523	0.1073	0.10762	0.10784	0.1074	0.10704	0.10828	0.10924	0.10494	
F	1.3475	1.2815	1.4178	1.4106	0.10846	0.10954	0.10662	0.10754	0.10636	0.1114	0.10702	0.10572	
G	1.4422	1.4219	1.4237	1.4351	0.11942	0.11504	0.11588	0.12068	0.11258	0.10872	0.10784	0.10474	
H	1.4021	1.3189	1.3445	1.3516	0.10574	0.10954	0.10596	0.10714	0.10758	0.11022	0.1079	0.10794	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.4513	1.4398	1.4661	1.454	0.10684	0.11006	0.10612	0.1077	0.10662	0.1082	0.1068	0.10512	
B	1.4398	1.4447	1.4076	1.4656	0.10798	0.10754	0.10906	0.10846	0.10688	0.10958	0.10464	0.1072	
C	1.3073	1.5067	1.4463	1.3759	0.10898	0.1105	0.1071	0.10606	0.1071	0.11198	0.10616	0.10876	
D	1.4397	1.4556	1.2207	1.4434	0.10862	0.10828	0.10416	0.1067	0.10558	0.11098	0.10624	0.10528	
E	1.3816	1.2726	1.3346	1.2947	0.10734	0.10764	0.10806	0.10752	0.1071	0.10832	0.10926	0.10494	
F	1.382	1.3168	1.4453	1.4472	0.10868	0.10972	0.10674	0.10756	0.10646	0.11138	0.10722	0.10572	
G	1.4758	1.4537	1.452	1.4696	0.11942	0.11506	0.11578	0.12052	0.11238	0.10864	0.10796	0.1048	
H	1.4347	1.3484	1.3758	1.389	0.10614	0.10982	0.1062	0.10732	0.10776	0.11048	0.10806	0.10798	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.4547	1.4608	1.3627	1.4455	0.107	0.10996	0.10596	0.1076	0.10662	0.1079	0.10674	0.10512	
B	1.4477	1.4542	1.4115	1.4717	0.10792	0.10746	0.10888	0.1083	0.10674	0.10942	0.10448	0.10692	
C	1.3276	1.5167	1.4471	1.3658	0.10878	0.11024	0.10702	0.10584	0.1068	0.11184	0.10608	0.10864	
D	1.4462	1.46	1.2212	1.4461	0.1086	0.10822	0.10394	0.10658	0.10542	0.11084	0.1062	0.10516	
E	1.4159	1.3062	1.3697	1.3293	0.10738	0.10738	0.10782	0.10728	0.10696	0.10828	0.1093	0.1051	
F	1.4122	1.3599	1.4715	1.4664	0.10846	0.10974	0.10658	0.1075	0.10648	0.11146	0.1072	0.1056	
G	1.4994	1.4824	1.4809	1.4953	0.11942	0.11494	0.11566	0.12056	0.11246	0.1086	0.1078	0.10448	
H	1.4618	1.383	1.4067	1.4227	0.10588	0.10976	0.10592	0.10724	0.10776	0.11016	0.10796	0.10806	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.4581	1.4483	1.2879	1.4508	0.10732	0.11038	0.10624	0.10786	0.10696	0.10828	0.10714	0.10542	
B	1.4604	1.458	1.4262	1.4819	0.10828	0.10772	0.10922	0.1087	0.10722	0.10976	0.105	0.1074	
C	1.4047	1.4992	1.455	1.3896	0.10916	0.1108	0.1073	0.10606	0.10712	0.11206	0.1064	0.10888	
D	1.4497	1.4644	1.2491	1.4515	0.10906	0.10856	0.1044	0.10682	0.10568	0.11122	0.10656	0.10538	
E	1.4461	1.3578	1.4102	1.3794	0.10764	0.10772	0.10806	0.10744	0.10726	0.10862	0.10954	0.10522	
F	1.446	1.4179	1.4949	1.4859	0.10854	0.10994	0.10684	0.1079	0.10648	0.1116	0.10744	0.106	
G	1.5157	1.5001	1.5038	1.5182	0.1195	0.11518	0.11586	0.12076	0.1126	0.10894	0.10796	0.10506	
H	1.4811	1.4232	1.4405	1.4528	0.10624	0.11016	0.10626	0.10766	0.10814	0.1107	0.10808	0.10836	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.4614	1.4392	1.3615	1.4516	0.10726	0.11012	0.10596	0.10754	0.10654	0.10802	0.10682	0.10514	
B	1.4638	1.4399	1.4286	1.471	0.1081	0.10756	0.10898	0.1082	0.10686	0.10926	0.10464	0.1071	
C	1.4169	1.4739	1.4587	1.3995	0.109	0.1104	0.10694	0.10558	0.1066	0.11154	0.10608	0.10846	
D	1.4331	1.4654	1.2597	1.456	0.1087	0.10822	0.1039	0.1064	0.10546	0.11084	0.10618	0.10526	
E	1.4642	1.3919	1.4339	1.4102	0.10732	0.10708	0.10762	0.10718	0.1069	0.10824	0.10928	0.10488	
F	1.4685	1.4505	1.5081	1.4957	0.10818	0.10966	0.10654	0.1076	0.10636	0.1114	0.10712	0.10572	
G	1.5222	1.5093	1.514	1.5302	0.11912	0.1148	0.11522	0.1202	0.11206	0.1085	0.1075	0.10448	
H	1.495	1.4496	1.4607	1.4731	0.10592	0.10968	0.1059	0.1071	0.1077	0.1102	0.10762	0.108	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.4647	1.4413	1.3852	1.4546	0.10746	0.11052	0.1064	0.10784	0.10684	0.10834	0.10718	0.10526	
B	1.4563	1.4339	1.4387	1.4668	0.10826	0.10768	0.10922	0.1086	0.10716	0.10956	0.10498	0.10712	
C	1.428	1.4573	1.467	1.4404	0.10894	0.1107	0.107	0.1058	0.10686	0.11186	0.10632	0.10876	
D	1.4231	1.4571	1.2912	1.4597	0.10892	0.1086	0.10402	0.10668	0.10568	0.1111	0.10642	0.1055	
E	1.4863	1.4319	1.4601	1.4439	0.10752	0.10734	0.10808	0.10752	0.10714	0.10858	0.1094	0.1052	
F	1.487	1.4768	1.515	1.5009	0.10832	0.1099	0.10676	0.1078	0.1065	0.11148	0.10738	0.1059	
G	1.527	1.5146	1.5226	1.5402	0.11922	0.11482	0.11558	0.1204	0.11218	0.10878	0.10766	0.10488	
H	1.5048	1.4758	1.4826	1.4925	0.10606	0.10994	0.10598	0.10742	0.10794	0.11036	0.1078	0.10822	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.4604	1.439	1.4416	1.4541	0.10746	0.11048	0.10626	0.1079	0.10698	0.10844	0.10734	0.10544	
B	1.4514	1.4357	1.4433	1.46	0.10854	0.10796	0.10952	0.1089	0.10728	0.10958	0.10502	0.10746	
C	1.4286	1.4456	1.4653	1.4588	0.1091	0.11082	0.10716	0.1058	0.10686	0.11176	0.10636	0.10864	
D	1.421	1.4513	1.3233	1.459	0.1089	0.10874	0.10396	0.1067	0.10552	0.11104	0.1065	0.10556	
E	1.504	1.4614	1.4752	1.473	0.10756	0.10738	0.10782	0.10732	0.10706	0.10856	0.10952	0.10524	
F	1.4956	1.4912	1.515	1.5011	0.1082	0.10998	0.10678	0.1079	0.10654	0.1115	0.10736	0.10594	
G	1.5259	1.5125	1.5245	1.5347	0.11908	0.11498	0.1155	0.12044	0.11244	0.1087	0.10766	0.1049	
H	1.506	1.4959	1.4955	1.5071	0.10622	0.11022	0.10632	0.1077	0.10814	0.11058	0.10776	0.10826	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.4597	1.442	1.4593	1.454	0.1075	0.11048	0.10624	0.10792	0.10696	0.10828	0.10716	0.1054	
B	1.4477	1.4357	1.4455	1.457	0.10828	0.10782	0.10936	0.10868	0.10726	0.10936	0.10494	0.10736	
C	1.4299	1.453	1.47	1.4653	0.10902	0.11072	0.10708	0.1059	0.10676	0.11176	0.10636	0.10874	
D	1.4232	1.4454	1.36	1.458	0.109	0.10866	0.10412	0.1066	0.1056	0.111	0.1064	0.10544	
E	1.5102	1.4771	1.4843	1.4823	0.10756	0.1073	0.10802	0.1074	0.10718	0.10858	0.10954	0.10522	
F	1.4964	1.493	1.5115	1.5034	0.10828	0.11004	0.1069	0.10804	0.1066	0.1118	0.1073	0.10608	
G	1.5238	1.5096	1.5229	1.5353	0.11928	0.11486	0.11552	0.12044	0.11204	0.10874	0.10788	0.10492	
H	1.5052	1.4989	1.4981	1.5087	0.10626	0.1101	0.10624	0.10772	0.10794	0.11044	0.1078	0.1083	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.4599	1.4455	1.426	1.455	0.10758	0.11066	0.10658	0.10816	0.10716	0.10858	0.10746	0.10568	
B	1.4485	1.4436	1.4508	1.4632	0.10862	0.108	0.1092	0.10898	0.10738	0.10952	0.10514	0.10736	
C	1.4356	1.4523	1.4707	1.4752	0.1091	0.11072	0.10716	0.1059	0.10688	0.11166	0.10668	0.10884	
D	1.4236	1.4472	1.385	1.4576	0.10902	0.10878	0.10414	0.10678	0.10566	0.11098	0.10644	0.10564	
E	1.5133	1.4856	1.4912	1.4879	0.10758	0.10736	0.10802	0.10762	0.10714	0.10868	0.10958	0.1053	
F	1.495	1.4944	1.5105	1.5044	0.10822	0.11002	0.10676	0.10806	0.10658	0.1115	0.10744	0.10604	
G	1.5225	1.5075	1.5212	1.5383	0.11918	0.11488	0.11548	0.12042	0.11224	0.1087	0.10768	0.105	
H	1.5074	1.4991	1.4983	1.5106	0.10624	0.11022	0.1064	0.10772	0.10822	0.11052	0.1078	0.10842	
<>	1	2	3	4	5	6	7	8	9	10	11	12	
A	1.461	1.4531	1.4244	1.4556	0.10738	0.11042	0.10632	0.10788	0.10688	0.10852	0.10718	0.10542	
B	1.4494	1.4469	1.4572	1.4639	0.10842	0.1079	0.10912	0.10886	0.10734	0.10942	0.10496	0.10728	
C	1.4402	1.459	1.47	1.4819	0.10896	0.11046	0.10704	0.10568	0.10668	0.11162	0.1063	0.10864	
D	1.4262	1.449	1.432	1.4582	0.10886	0.10856	0.10382	0.10656	0.10558	0.11088	0.1065	0.1054	
E	1.5142	1.4882	1.4928	1.4898	0.10742	0.10716	0.10806	0.10754	0.10704	0.10854	0.10962	0.10536	
F	1.4943	1.4939	1.5077	1.5036	0.10832	0.11002	0.10686	0.10798	0.10658	0.11146	0.10742	0.10592	
G	1.5225	1.5059	1.5162	1.5444	0.11898	0.11482	0.11532	0.1202	0.1121	0.10868	0.10758	0.10478	
H	1.5086	1.4983	1.4972	1.5108	0.10598	0.10996	0.1062	0.1075	0.10784	0.11046	0.10774	0.10826	
